observacao;idade;uf;regiao;carencia;percentual_entrada_veicu;ano_modelo_veic;idade_bem;qtde_prestacoes;vlr_principal;taxa_mensal;vlr_renda;vlr_max_renda_presum;pc_compr_renda_familiar;autonomos;taxistas;status_prop;score_sis;var_1;var_2;var_3;var_4;var_5;idade_veiculo;target
obs4754;54;SC;SUL;30;33.09;2015;>= 3 anos;48;16023.79;1.21;2378.0;1599.0;19;N;S;EF;671;;;;;S;6;0.0
obs1326;69;ES;SULDESTE;30;41.63;2021;0 Km;36;27736.81;1.12;2870.0;4387.0;34;S;N;EF;751;1.0;A4;BOM;A1;S;0;0.0
obs8084;33;SC;SUL;30;55.01;2021;0 Km;60;38178.15;1.14;4510.0;820.0;20;S;N;EF;733;3.0;A4;BOM;A3;S;0;0.0
obs7447;43;DF;CENTRO-OESTE;30;13.07;2019;2 anos;60;32547.89;1.68;3936.0;1804.0;22;N;N;EF;675;;;;;N;2;0.0
obs3186;36;RN;NORDESTE;30;59.24;2022;0 Km;36;33130.28;0.62;9020.0;2255.0;0;N;N;EF;750;1.0;A1;BOM;A1;;-1;0.0
obs624;62;PA;NORTE;30;22.51;2021;0 Km;49;69763.43;0.93;4295.16;902.0;47;N;N;EF;683;3.0;A1;BOM;B3;S;0;0.0
obs2915;25;MA;NORDESTE;30;8.85;2021;0 Km;60;48636.34;1.28;6560.0;1435.0;17;N;N;EF;685;3.0;A1;BOM;C3;N;0;0.0
obs2351;29;BA;NORDESTE;30;37.55;2022;0 Km;37;26982.28;1.07;4100.0;779.0;0;N;N;EF;699;1.0;A1;RUIM;B2;;-1;0.0
obs6489;52;MT;CENTRO-OESTE;30;71.53;2022;0 Km;36;24045.93;0.67;5330.0;1394.0;14;N;N;EF;702;3.0;A2;BOM;A1;S;-1;0.0
obs8204;47;SP;SULDESTE;30;34.49;2014;>= 3 anos;48;16797.31;1.14;3198.0;3321.0;14;N;N;EF;698;;;;;S;7;0.0
obs9346;35;AM;NORTE;30;42.48;2021;0 Km;49;50429.41;1.01;4920.0;1927.0;30;N;N;EF;658;3.0;A2;PESS;A3;S;0;1.0
obs1975;33;RJ;SULDESTE;30;44.89;2021;0 Km;36;25554.77;1.44;2460.0;2993.0;38;N;N;EF;650;1.0;A1;RUIM;A1;N;0;0.0
obs4608;51;BA;NORDESTE;30;58.82;2018;>= 3 anos;36;24244.11;1.66;3362.0;6027.0;0;N;N;EF;657;;;;;N;3;0.0
obs5065;57;MT;CENTRO-OESTE;30;17.75;2022;0 Km;60;35626.09;1.61;5740.0;5781.0;16;N;N;EF;679;3.0;A4;RUIM;C3;S;-1;0.0
obs1168;21;SP;SULDESTE;30;78.68;2021;0 Km;36;10462.13;1.27;820.0;2583.0;44;N;N;EF;604;3.0;A0;BOM;A1;N;0;0.0
obs2935;47;PR;SUL;30;17.71;2022;0 Km;60;39633.22;1.55;6560.0;1353.0;16;N;N;EF;691;3.0;A4;BOM;C3;S;-1;0.0
obs8382;38;TO;NORTE;30;50.9;2021;0 Km;48;33016.73;1.21;3280.0;1804.0;0;N;N;EF;646;1.0;A1;RUIM;A2;S;0;0.0
obs7996;27;MA;NORDESTE;30;29.55;2022;0 Km;36;30590.9;0.9;3690.0;615.0;28;N;N;EF;674;3.0;A2;BOM;B1;S;-1;0.0
obs1604;32;AM;NORTE;30;53.84;2021;0 Km;36;19876.28;0.99;5740.0;1804.0;12;N;N;EF;628;1.0;A1;RUIM;A1;;0;0.0
obs4079;76;SP;SULDESTE;30;57.46;2021;0 Km;36;26600.44;0.67;4100.0;1476.0;20;N;N;EF;747;3.0;A4;BOM;A1;S;0;0.0
obs630;41;PE;NORDESTE;30;62.37;2021;0 Km;24;28960.22;0.0;8200.0;943.0;14;N;N;EF;691;3.0;A2;RUIM;A1;S;0;0.0
obs3097;39;PI;NORDESTE;30;34.95;2021;0 Km;37;61113.98;1.11;6560.0;3239.0;35;N;N;EF;737;1.0;A2;BOM;B2;;0;0.0
obs6150;43;RJ;SULDESTE;30;77.86;2020;2 anos;36;22157.68;0.91;4510.0;1394.0;16;N;N;EF;708;;;;;N;1;0.0
obs8501;62;RJ;SULDESTE;30;34.15;2022;0 Km;49;49487.63;1.1;5740.0;6027.0;0;N;N;EF;777;3.0;A4;RUIM;B3;S;-1;0.0
obs5329;58;RS;SUL;30;0.0;2022;0 Km;60;54151.67;1.34;7380.0;4346.0;18;N;N;EF;707;2.0;A4;BOM;C3;S;-1;0.0
obs7991;49;MG;SULDESTE;30;0.0;2022;0 Km;48;66506.42;1.17;6314.0;8487.0;30;N;N;EF;742;3.0;A4;BOM;C2;N;-1;0.0
obs77;38;MA;NORDESTE;30;0.0;2021;0 Km;60;48727.76;1.55;5740.0;820.0;22;N;N;EF;693;1.0;A2;BOM;C3;;0;1.0
obs3185;43;PE;NORDESTE;30;21.33;2022;0 Km;60;35045.38;1.13;3854.0;1435.0;21;N;N;EF;697;3.0;A4;BOM;B3;S;-1;0.0
obs4836;48;RR;NORTE;30;34.45;2021;0 Km;49;53925.71;0.83;3690.0;4223.0;0;N;N;EF;755;3.0;A4;BOM;B3;S;0;0.0
obs9276;41;AM;NORTE;30;24.22;2021;0 Km;49;68994.02;1.01;4100.0;3690.0;0;N;N;EF;675;3.0;A2;RUIM;B3;S;0;0.0
obs3869;64;PR;SUL;30;45.94;2022;0 Km;36;40097.19;0.83;5330.0;2583.0;25;N;N;EF;747;3.0;A4;BOM;A1;S;-1;0.0
obs1977;68;SC;SUL;30;31.13;2018;>= 3 anos;60;24406.79;1.12;5740.0;4141.0;10;N;N;EF;671;;;;;S;3;0.0
obs7491;22;SP;SULDESTE;30;56.43;2022;0 Km;48;23857.83;0.78;3025.8;2501.0;20;N;N;EF;698;1.0;A1;BOM;A2;N;-1;0.0
obs2599;28;SP;SULDESTE;30;59.64;2022;0 Km;36;17635.61;0.67;2296.0;779.0;0;N;N;EF;763;1.0;A2;BOM;A1;;-1;0.0
obs8517;75;SP;SULDESTE;30;48.3;2022;0 Km;36;39399.71;1.05;4100.0;1845.0;32;N;N;EF;705;1.0;A4;BOM;A1;;-1;0.0
obs2858;23;SP;SULDESTE;30;20.13;2021;0 Km;48;34385.01;1.61;4100.0;779.0;26;N;N;EF;670;1.0;A2;BOM;B2;;0;0.0
obs3454;49;PR;SUL;30;47.32;2022;0 Km;60;23898.08;1.13;4100.0;1804.0;13;N;N;EF;691;1.0;A1;RUIM;A3;;-1;0.0
obs2946;45;RJ;SULDESTE;30;36.85;2017;>= 3 anos;60;40742.21;1.29;8200.0;4264.0;12;N;N;EF;637;;;;;N;4;0.0
obs1384;89;MG;SULDESTE;30;79.11;2021;0 Km;12;10308.6;0.0;4448.5;2911.0;0;N;N;EF;737;1.0;A4;BOM;A1;S;0;0.0
obs4213;56;PB;NORDESTE;30;34.69;2018;>= 3 anos;60;23103.66;1.11;4100.0;4387.0;13;N;N;EF;671;;;;;S;3;0.0
obs2490;58;PE;NORDESTE;30;48.68;2015;>= 3 anos;48;16694.91;1.3;3690.0;2009.0;13;N;N;EF;653;;;;;S;6;0.0
obs5327;51;SP;SULDESTE;30;57.12;2021;0 Km;18;35307.97;0.34;6560.0;8610.0;31;N;N;EF;746;3.0;A4;BOM;A1;N;0;1.0
obs9110;47;SP;SULDESTE;30;35.32;2021;0 Km;49;53995.26;1.01;3444.0;2542.0;0;N;N;EF;717;3.0;A1;BOM;B3;N;0;0.0
obs1956;52;SC;SUL;30;11.37;2021;0 Km;60;39658.04;1.38;3936.0;1845.0;24;S;N;EF;691;1.0;A4;RUIM;C3;;0;0.0
obs8998;43;RS;SUL;30;48.11;2022;0 Km;49;28696.72;1.16;4920.0;1886.0;18;N;N;EF;737;3.0;A4;BOM;A3;N;-1;0.0
obs3991;43;PA;NORTE;30;17.48;2022;0 Km;60;44986.81;1.33;4100.0;533.0;0;N;N;EF;710;2.0;A2;BOM;C3;S;-1;0.0
obs6947;28;SP;SULDESTE;30;52.55;2016;>= 3 anos;36;22018.01;1.65;3690.0;861.0;23;N;N;EF;657;;;;;;5;0.0
obs302;38;BA;NORDESTE;30;79.81;2021;0 Km;36;13269.6;0.98;5740.0;5945.0;8;N;N;EF;612;3.0;A2;BOM;A1;N;0;0.0
obs326;49;MS;CENTRO-OESTE;30;54.12;2021;0 Km;48;21200.29;0.88;4920.0;4223.0;11;N;N;EF;674;3.0;A1;BOM;A2;S;0;0.0
obs1984;55;SC;SUL;30;31.0;2013;>= 3 anos;48;15401.29;1.68;1886.0;1271.0;26;N;N;EF;660;;;;;;8;0.0
obs7282;48;AM;NORTE;30;0.0;2018;>= 3 anos;24;16029.6;1.68;4920.0;1517.0;0;N;N;EF;669;;;;;S;3;0.0
obs6921;77;SP;SULDESTE;30;0.0;2013;>= 3 anos;48;27595.61;1.63;2706.0;1763.0;30;N;N;EF;696;;;;;S;8;0.0
obs6389;72;RJ;SULDESTE;30;50.0;2015;>= 3 anos;36;14357.34;1.14;3034.0;2050.0;16;N;N;EF;688;;;;;S;6;0.0
obs8348;43;PB;NORDESTE;30;45.75;2012;>= 3 anos;48;11609.48;1.58;1640.0;1189.0;22;N;N;EF;654;;;;;;9;0.0
obs5793;39;RJ;SULDESTE;30;54.0;2015;>= 3 anos;36;20000.51;0.99;3280.0;1312.0;21;N;N;EF;704;;;;;S;6;0.0
obs5565;34;PE;NORDESTE;30;44.83;2022;0 Km;60;23832.08;0.97;6560.0;902.0;8;N;N;EF;733;3.0;A2;BOM;A3;S;-1;0.0
obs1780;38;MA;NORDESTE;30;4.84;2018;>= 3 anos;60;37091.87;1.93;3444.0;861.0;31;N;N;EF;671;;;;;S;3;0.0
obs5323;64;PA;NORTE;30;38.78;2022;0 Km;49;50922.43;0.93;6560.0;2501.0;22;N;N;EF;696;3.0;A1;BOM;B3;N;-1;0.0
obs5356;75;PB;NORDESTE;30;28.0;2022;0 Km;49;31127.78;1.05;3690.0;1886.0;24;N;N;EF;692;3.0;A2;PESS;B3;S;-1;0.0
obs1045;29;SC;SUL;30;18.77;2014;>= 3 anos;48;37555.01;2.21;4185.02;1271.0;31;N;N;EF;681;;;;;N;7;1.0
obs3883;41;PE;NORDESTE;30;44.56;2021;0 Km;48;48800.14;1.0;4100.0;2173.0;0;N;N;EF;750;3.0;A2;BOM;A2;S;0;0.0
obs3392;73;SP;SULDESTE;30;43.62;2021;0 Km;37;36196.07;1.2;4100.0;1681.0;32;N;S;EF;760;3.0;A4;BOM;A2;S;0;0.0
obs6058;61;PB;NORDESTE;30;75.94;2021;0 Km;24;9657.77;0.5;1640.0;615.0;0;N;N;EF;764;1.0;A2;BOM;A1;;0;0.0
obs7049;41;SC;SUL;30;10.83;2022;0 Km;60;41762.09;1.28;3444.0;820.0;30;N;N;EF;693;3.0;A2;BOM;C3;S;-1;0.0
obs1559;21;CE;NORDESTE;30;42.08;2021;0 Km;48;26937.03;1.41;4100.0;0.0;19;N;N;EF;617;1.0;A0;BOM;A2;;0;0.0
obs552;50;ES;SULDESTE;30;28.7;2021;0 Km;49;35928.66;1.16;8597.49;8446.0;12;N;N;EF;678;3.0;A2;RUIM;B3;S;0;0.0
obs8944;55;SP;SULDESTE;30;29.64;2021;0 Km;36;61830.87;0.88;6970.0;2009.0;29;N;N;EF;705;2.0;A4;BOM;B1;S;0;0.0
obs4915;52;SC;SUL;30;9.55;2017;>= 3 anos;60;31877.62;1.51;4920.0;5986.0;16;N;N;EF;704;;;;;N;4;0.0
obs2983;22;MG;SULDESTE;30;45.51;2021;2 anos;60;21594.13;1.05;3280.0;2583.0;14;N;N;EF;674;;;;;;0;0.0
obs8250;45;BA;NORDESTE;30;26.35;2022;0 Km;37;60751.39;1.32;5576.0;451.0;42;N;N;EF;706;1.0;A1;BOM;B2;;-1;1.0
obs4632;38;MA;NORDESTE;30;33.57;2021;0 Km;49;63677.6;1.12;8200.0;1886.0;23;N;N;EF;669;3.0;A1;PESS;B3;S;0;0.0
obs2215;42;MA;NORDESTE;30;61.06;2021;0 Km;18;32665.48;0.0;12300.0;11849.0;15;N;N;EF;746;3.0;A2;BOM;A1;S;0;0.0
obs887;48;BA;NORDESTE;30;23.79;2021;0 Km;60;31959.79;1.61;6478.0;492.0;13;N;N;EF;674;3.0;A1;RUIM;B3;S;0;1.0
obs2833;75;PE;NORDESTE;30;35.06;2022;0 Km;49;57568.68;0.83;4346.0;1476.0;0;N;N;EF;737;3.0;A2;RUIM;B3;S;-1;0.0
obs6678;65;MA;NORDESTE;30;42.74;2022;0 Km;37;34264.38;1.34;4100.0;1066.0;31;N;N;EF;751;1.0;A1;BOM;A2;;-1;0.0
obs4256;53;RJ;SULDESTE;30;29.35;2021;0 Km;49;58992.25;0.83;9840.0;2214.0;0;N;N;EF;717;3.0;A2;PESS;B3;N;0;0.0
obs5556;40;AM;NORTE;30;29.97;2021;0 Km;49;49664.15;0.93;3280.0;1640.0;44;N;N;EF;658;3.0;A2;PESS;B3;S;0;0.0
obs7507;29;RS;SUL;30;76.69;2017;>= 3 anos;24;9351.88;1.04;6560.0;1066.0;7;N;N;EF;648;;;;;;4;0.0
obs3082;48;MG;SULDESTE;30;20.89;2022;0 Km;60;35400.51;0.88;47560.0;738.0;1;N;N;EF;755;3.0;A2;BOM;B3;N;-1;0.0
obs3409;31;SC;SUL;30;28.0;2021;0 Km;37;56353.49;1.34;2870.0;2501.0;74;S;N;EF;737;3.0;A1;BOM;B2;S;0;0.0
obs6773;65;BA;NORDESTE;30;16.46;2022;0 Km;60;36445.81;1.33;3189.75;1845.0;29;N;S;EF;692;1.0;A2;RUIM;C3;;-1;1.0
obs397;39;PB;NORDESTE;30;66.91;2021;0 Km;37;49368.82;1.08;12300.0;1968.0;14;N;N;EF;678;3.0;A1;RUIM;A2;S;0;0.0
obs1847;33;PA;NORTE;30;32.71;2022;0 Km;60;28697.52;1.17;2624.0;1353.0;26;N;N;EF;733;3.0;A2;BOM;B3;S;-1;0.0
obs4560;57;MA;NORDESTE;30;19.13;2021;0 Km;60;35025.17;1.5;4018.0;1804.0;23;N;N;EF;672;2.0;A1;RUIM;C3;N;0;0.0
obs8888;46;AM;NORTE;30;30.27;2021;0 Km;49;48772.73;1.25;5740.0;1312.0;26;N;N;EF;674;1.0;A2;BOM;B3;;0;0.0
obs2958;23;SC;SUL;30;46.97;2022;0 Km;36;23892.19;1.09;2050.0;779.0;39;N;N;EF;670;1.0;A1;BOM;A1;;-1;0.0
obs3628;36;PB;NORDESTE;30;76.88;2019;2 anos;48;34723.66;1.0;5494.0;1025.0;17;N;N;EF;653;;;;;N;2;0.0
obs1784;62;SP;SULDESTE;30;28.27;2018;>= 3 anos;60;22301.27;1.58;4100.0;3280.0;14;N;N;EF;660;;;;;N;3;0.0
obs3124;30;PE;NORDESTE;30;31.67;2013;>= 3 anos;48;17101.61;1.24;2460.0;1845.0;20;S;N;EF;664;;;;;N;8;0.0
obs3387;50;SP;SULDESTE;30;77.44;2021;0 Km;24;12391.79;0.71;5658.0;2132.0;0;N;N;EF;719;3.0;A2;PESS;A1;S;0;0.0
obs3481;44;MA;NORDESTE;30;13.31;2016;>= 3 anos;48;39000.04;1.92;4100.0;1312.0;31;N;N;EF;662;;;;;N;5;0.0
obs9325;40;SC;SUL;30;73.34;2015;>= 3 anos;36;26766.01;1.12;3444.0;2665.0;0;N;N;EF;687;;;;;S;6;0.0
obs1186;43;SC;SUL;30;0.0;2013;>= 3 anos;48;21179.76;2.01;2167.26;1312.0;33;N;N;EF;668;;;;;S;8;0.0
obs612;27;PA;NORTE;30;59.9;2021;0 Km;48;17306.6;0.95;5740.0;861.0;8;N;N;EF;685;1.0;A1;BOM;A2;;0;0.0
obs3782;68;PE;NORDESTE;30;15.78;2022;0 Km;60;66724.82;1.18;6150.0;1886.0;0;N;N;EF;707;1.0;A2;BOM;C3;;-1;0.0
obs4846;29;SC;SUL;30;19.92;2022;0 Km;60;34209.09;1.13;2665.0;943.0;31;N;N;EF;737;1.0;A2;BOM;C3;;-1;0.0
obs3019;61;SC;SUL;30;51.3;2016;>= 3 anos;48;26299.19;1.18;4100.0;1312.0;18;N;N;EF;665;;;;;S;5;0.0
obs9875;36;RS;SUL;30;59.15;2022;0 Km;48;33159.5;1.0;10660.0;8405.0;8;N;N;EF;693;2.0;A4;BOM;A2;S;-1;0.0
obs3125;31;RJ;SULDESTE;30;35.82;2021;0 Km;48;27429.01;0.78;8200.0;3321.0;8;N;N;EF;746;3.0;A1;BOM;B2;S;0;0.0
obs2932;64;DF;CENTRO-OESTE;30;28.0;2021;0 Km;37;47310.83;0.98;6560.0;1845.0;26;N;N;EF;665;3.0;A2;BOM;B2;N;0;0.0
obs8404;39;SC;SUL;30;33.51;2018;>= 3 anos;60;64613.01;1.3;5904.0;1886.0;26;N;S;EF;647;;;;;S;3;0.0
obs6609;50;SC;SUL;30;52.24;2022;0 Km;48;38390.63;0.88;3280.0;4264.0;31;N;N;EF;687;3.0;A4;RUIM;A2;S;-1;0.0
obs9937;60;SP;SULDESTE;30;63.09;2022;0 Km;24;30083.79;0.0;3854.0;4346.0;0;N;N;EF;777;3.0;A4;BOM;A1;N;-1;0.0
obs3980;69;MA;NORDESTE;30;25.22;2022;0 Km;60;50118.39;1.13;6068.0;4264.0;19;N;N;EF;679;1.0;A1;RUIM;B3;;-1;0.0
obs8294;56;RS;SUL;30;39.01;2022;0 Km;48;45431.27;1.21;7380.0;8446.0;17;N;N;EF;707;2.0;A4;RUIM;B2;S;-1;0.0
obs1288;50;SP;SULDESTE;30;48.62;2018;>= 3 anos;36;30550.41;1.2;4920.0;4387.0;21;N;N;EF;675;;;;;S;3;0.0
obs7937;53;CE;NORDESTE;30;27.95;2022;0 Km;49;31659.52;1.16;5740.0;2542.0;17;N;N;EF;706;2.0;A2;RUIM;B3;S;-1;0.0
obs7431;49;RS;SUL;30;0.0;2022;0 Km;48;65513.83;1.17;12300.0;2706.0;14;N;N;EF;742;3.0;A2;BOM;C2;N;-1;0.0
obs1864;68;RS;SUL;30;15.18;2022;0 Km;60;37898.14;1.38;3936.0;1353.0;23;N;N;EF;707;3.0;A4;BOM;C3;S;-1;0.0
obs4145;37;RS;SUL;30;63.59;2021;0 Km;18;35019.7;0.0;6806.0;4264.0;30;N;N;EF;746;3.0;A4;BOM;A1;N;0;0.0
obs4971;41;GO;CENTRO-OESTE;30;37.68;2021;0 Km;24;42012.05;0.92;7380.0;1312.0;27;N;N;EF;678;3.0;A2;BOM;B1;N;0;0.0
obs3384;29;RS;SUL;30;13.55;2017;>= 3 anos;60;27523.14;2.14;2378.0;1845.0;35;N;N;EF;633;;;;;N;4;0.0
obs9189;51;MG;SULDESTE;30;67.78;2021;0 Km;24;24239.5;1.29;13974.79;8282.0;0;N;N;EF;708;3.0;A4;RUIM;A1;S;0;0.0
obs3470;51;SC;SUL;30;68.74;2021;0 Km;60;19516.84;1.12;14760.0;11808.0;0;N;N;EF;759;3.0;A4;BOM;A3;S;0;0.0
obs7509;45;BA;NORDESTE;30;57.97;2018;>= 3 anos;36;13228.91;1.18;3280.0;1312.0;13;N;N;EF;675;;;;;;3;0.0
obs6314;56;PB;NORDESTE;30;30.3;2020;2 anos;48;29660.77;1.5;4100.0;1804.0;22;N;N;EF;660;;;;;S;1;0.0
obs5393;68;MG;SULDESTE;30;3.55;2021;0 Km;60;57577.28;1.12;4428.0;3280.0;31;N;N;EF;747;3.0;A4;BOM;C3;N;0;0.0
obs7501;48;RR;NORTE;30;46.76;2021;0 Km;37;26669.29;1.01;2431.4;2583.0;0;N;N;EF;650;3.0;A1;RUIM;A2;S;0;0.0
obs5252;60;SP;SULDESTE;30;66.66;2022;0 Km;36;16148.08;0.66;3690.0;1394.0;13;N;S;EF;760;1.0;A4;BOM;A1;;-1;0.0
obs2662;34;RJ;SULDESTE;30;10.12;2021;0 Km;24;36344.87;1.37;3772.0;2378.0;47;N;N;EF;733;3.0;A2;RUIM;C1;N;0;0.0
obs4894;64;MG;SULDESTE;30;0.0;2022;0 Km;48;40158.07;1.26;9840.0;4346.0;11;N;N;EF;747;3.0;A4;BOM;C2;S;-1;0.0
obs8992;72;MG;SULDESTE;30;35.39;2021;0 Km;60;44135.5;1.09;5084.0;1353.0;20;N;N;EF;692;2.0;A4;RUIM;B3;S;0;0.0
obs6116;55;PA;NORTE;30;68.37;2022;0 Km;37;18684.11;1.14;7379.18;6150.0;9;N;N;EF;751;3.0;A2;RUIM;A2;S;-1;0.0
obs6333;60;SP;SULDESTE;30;50.14;2015;>= 3 anos;36;15892.61;1.0;3230.93;3280.0;17;N;N;EF;707;;;;;N;6;0.0
obs2105;60;AP;NORTE;30;49.05;2022;0 Km;24;22406.68;0.87;20500.0;2173.0;5;N;N;EF;747;3.0;A2;BOM;A1;S;-1;0.0
obs5139;60;RJ;SULDESTE;30;39.64;2021;0 Km;60;45649.17;1.17;7790.0;3690.0;13;N;N;EF;711;3.0;A4;RUIM;B3;N;0;0.0
obs9303;51;PE;NORDESTE;30;30.73;2021;0 Km;49;48069.74;1.08;8200.0;2091.0;17;N;N;EF;687;3.0;A2;RUIM;B3;S;0;0.0
obs271;50;RJ;SULDESTE;30;0.0;2021;0 Km;60;40832.68;1.3;4100.0;1845.0;25;N;N;EF;715;1.0;A2;BOM;C3;;0;0.0
obs3685;69;SP;SULDESTE;30;45.98;2022;0 Km;48;40268.88;0.95;8200.0;3362.0;12;N;N;EF;747;3.0;A4;BOM;A2;S;-1;0.0
obs7318;36;MT;CENTRO-OESTE;30;28.32;2022;0 Km;36;33376.79;0.93;3690.0;1025.0;0;N;N;EF;710;2.0;A2;BOM;B1;S;-1;0.0
obs6298;25;PB;NORDESTE;30;13.17;2015;>= 3 anos;48;24225.93;1.68;3034.0;1148.0;25;N;S;EF;665;;;;;S;6;0.0
obs164;23;BA;NORDESTE;30;20.68;2021;0 Km;60;37284.55;0.96;4920.0;0.0;16;N;N;EF;617;1.0;A0;BOM;B3;;0;0.0
obs3264;64;SP;SULDESTE;30;20.42;2021;0 Km;60;59378.8;1.91;5904.0;1025.0;28;N;N;EF;668;1.0;A4;RUIM;B3;;0;0.0
obs8049;32;PE;NORDESTE;30;39.78;2014;>= 3 anos;36;21043.28;1.5;2870.0;1312.0;27;N;N;EF;681;;;;;S;7;0.0
obs1871;74;GO;CENTRO-OESTE;30;9.55;2021;0 Km;48;56718.37;1.11;4428.0;2460.0;34;N;N;EF;751;3.0;A2;BOM;C2;N;0;0.0
obs7678;44;AM;NORTE;30;22.95;2012;>= 3 anos;48;17821.2;1.83;2105.76;2911.0;27;N;N;EF;698;;;;;;9;0.0
obs1886;33;AL;NORDESTE;30;0.0;2022;0 Km;60;44899.68;1.23;4264.0;8282.0;26;N;N;EF;733;3.0;A2;BOM;C3;N;-1;0.0
obs8655;44;SC;SUL;30;52.3;2022;0 Km;36;27636.86;1.04;2870.0;1312.0;0;N;N;EF;710;1.0;A1;BOM;A1;;-1;0.0
obs3275;48;MT;CENTRO-OESTE;30;72.39;2021;0 Km;24;27012.35;0.0;9020.0;2583.0;12;N;N;EF;755;3.0;A4;BOM;A1;S;0;0.0
obs4553;76;SC;SUL;30;19.83;2022;0 Km;48;29362.64;1.03;2624.0;861.0;29;N;N;EF;683;1.0;A1;BOM;C2;;-1;0.0
obs7732;46;RS;SUL;30;59.5;2022;0 Km;18;53906.28;0.0;12300.0;3239.0;24;N;N;EF;755;2.0;A4;BOM;A1;N;-1;0.0
obs7193;45;PR;SUL;30;50.42;2022;0 Km;36;37674.2;0.68;5330.0;2501.0;23;N;S;EF;715;3.0;A1;PESS;A1;N;-1;0.0
obs5799;29;RJ;SULDESTE;30;40.48;2022;0 Km;60;25753.46;1.38;4920.0;1271.0;12;N;N;EF;659;3.0;A1;BOM;A3;S;-1;0.0
obs9604;46;RS;SUL;30;43.82;2022;0 Km;48;30646.8;1.07;2870.0;1558.0;29;N;N;EF;702;1.0;A2;RUIM;A2;;-1;0.0
obs2811;73;RS;SUL;30;58.65;2022;0 Km;36;15018.38;1.21;856.9;1312.0;63;N;N;EF;707;1.0;A2;BOM;A1;S;-1;0.0
obs2028;74;RJ;SULDESTE;30;33.81;2021;0 Km;48;54280.34;1.03;8200.0;1271.0;0;N;N;EF;777;3.0;A2;BOM;B2;S;0;0.0
obs2073;55;RJ;SULDESTE;30;35.85;2021;0 Km;36;29525.59;1.03;8200.0;11767.0;12;N;N;EF;751;3.0;A4;BOM;B1;S;0;0.0
obs9352;35;PE;NORDESTE;30;39.52;2022;0 Km;36;48957.84;1.45;6560.0;2583.0;28;N;N;EF;678;3.0;A1;BOM;B1;S;-1;1.0
obs2263;30;BA;NORDESTE;30;12.31;2021;0 Km;60;36660.08;1.55;3936.0;1066.0;0;N;N;EF;695;1.0;A1;BOM;C3;;0;0.0
obs2453;58;SP;SULDESTE;30;45.67;2019;2 anos;48;20781.31;1.05;2460.0;1845.0;22;N;N;EF;660;;;;;;2;0.0
obs7897;77;AL;NORDESTE;30;68.27;2022;0 Km;24;24350.54;1.34;7872.0;1722.0;15;N;N;EF;707;3.0;A2;PESS;A1;S;-1;0.0
obs8405;58;SC;SUL;30;28.61;2020;2 anos;60;42500.79;1.08;3116.0;1845.0;31;N;N;EF;707;;;;;S;1;0.0
obs1348;45;SP;SULDESTE;30;32.11;2021;0 Km;48;82443.67;1.06;13120.0;2952.0;17;N;N;EF;687;2.0;A2;RUIM;B2;S;0;1.0
obs4290;59;PR;SUL;30;0.0;2022;0 Km;60;43769.11;1.03;4100.0;3239.0;0;S;N;EF;768;3.0;A2;BOM;C3;S;-1;0.0
obs9791;59;RJ;SULDESTE;30;51.88;2021;2 anos;48;39405.91;1.16;4920.0;3813.0;21;N;N;EF;694;;;;;S;0;0.0
obs6472;84;RJ;SULDESTE;30;57.37;2022;0 Km;36;25563.17;1.19;2132.0;1230.0;41;N;N;EF;679;1.0;A4;RUIM;A1;;-1;0.0
obs1725;40;BA;NORDESTE;30;39.2;2021;0 Km;60;26984.06;1.47;2460.0;1681.0;28;N;N;EF;638;1.0;A2;RUIM;B3;S;0;0.0
obs5816;54;AM;NORTE;30;50.97;2022;0 Km;48;26269.9;0.95;2460.0;2501.0;29;N;N;EF;702;3.0;A4;RUIM;A2;S;-1;0.0
obs3514;28;SE;NORDESTE;30;40.47;2022;0 Km;60;32466.67;1.5;4264.0;1107.0;20;N;N;EF;654;1.0;A2;BOM;A3;;-1;0.0
obs1252;43;PR;SUL;30;67.99;2021;0 Km;36;14875.98;0.83;6560.0;1353.0;0;N;N;EF;663;3.0;A4;BOM;A1;N;0;0.0
obs8658;71;SC;SUL;30;70.13;2022;0 Km;48;13458.26;0.88;1558.0;1312.0;23;N;N;EF;747;3.0;A2;BOM;A2;S;-1;0.0
obs1065;44;AP;NORTE;30;61.67;2021;0 Km;24;34985.53;0.0;16400.0;10332.0;0;N;N;EF;708;3.0;A4;BOM;A1;S;0;0.0
obs1373;37;SP;SULDESTE;30;53.71;2021;0 Km;30;27826.35;0.0;3116.0;1312.0;0;N;N;EF;695;1.0;A2;BOM;A1;;0;0.0
obs7484;22;TO;NORTE;30;0.0;2022;0 Km;60;42402.37;1.5;2624.0;779.0;42;N;N;EF;725;1.0;A2;BOM;C3;;-1;0.0
obs5297;68;AP;NORTE;30;51.97;2021;0 Km;36;32775.87;0.98;24600.0;10988.0;4;N;N;EF;672;3.0;A1;PESS;A1;S;0;0.0
obs415;47;ES;SULDESTE;30;51.28;2013;>= 3 anos;18;16971.71;0.79;4920.0;1968.0;21;N;N;EF;659;;;;;N;8;0.0
obs8234;81;RS;SUL;30;74.22;2021;0 Km;24;18583.14;0.0;6560.0;3034.0;0;N;N;EF;777;3.0;A4;BOM;A1;S;0;0.0
