observacao;idade;uf;regiao;carencia;percentual_entrada_veicu;ano_modelo_veic;idade_bem;qtde_prestacoes;vlr_principal;taxa_mensal;vlr_renda;vlr_max_renda_presum;pc_compr_renda_familiar;autonomos;taxistas;status_prop;score_sis;var_1;var_2;var_3;var_4;var_5;idade_veiculo;target
obs6218;41;SC;SUL;30;52.93;2021;2 anos;60;28390.79;1.02;3690.0;861.0;18;N;N;EF;677;;;;;S;0;0.0
obs623;58;PA;NORTE;30;14.65;2021;0 Km;48;35834.69;1.26;4510.0;1271.0;23;N;N;EF;692;1.0;A2;BOM;C2;;0;0.0
obs5136;45;AM;NORTE;30;45.46;2021;0 Km;60;40805.56;1.34;6150.0;1353.0;16;N;N;EF;667;2.0;A2;RUIM;A3;N;0;0.0
obs8822;45;SP;SULDESTE;30;28.9;2013;>= 3 anos;36;22291.75;1.3;4510.0;4346.0;18;N;N;EF;698;;;;;S;8;0.0
obs7577;52;RJ;SULDESTE;30;18.06;2022;0 Km;48;33605.04;1.23;7380.0;4346.0;12;N;N;EF;742;3.0;A2;BOM;C2;N;-1;0.0
obs4729;42;SP;SULDESTE;30;60.67;2021;0 Km;36;33075.27;0.67;5658.0;1968.0;18;N;N;EF;733;3.0;A2;BOM;A1;N;0;0.0
obs3574;43;PE;NORDESTE;30;50.28;2021;0 Km;48;45081.74;1.0;4100.0;4305.0;0;N;N;EF;750;3.0;A2;BOM;A2;S;0;0.0
obs8570;60;BA;NORDESTE;30;48.24;2022;0 Km;60;34788.57;1.16;4920.0;2337.0;16;N;N;EF;673;3.0;A2;RUIM;A3;S;-1;0.0
obs9080;55;PE;NORDESTE;30;42.93;2022;0 Km;60;49917.32;1.07;5248.0;6150.0;22;N;N;EF;747;3.0;A2;BOM;A3;S;-1;0.0
obs5732;41;SP;SULDESTE;30;55.15;2018;>= 3 anos;48;21603.01;1.07;4100.0;5986.0;14;N;N;EF;700;;;;;;3;0.0
obs6246;61;SC;SUL;30;63.81;2022;0 Km;24;20175.99;0.71;3444.0;3321.0;0;N;N;EF;724;1.0;A4;BOM;A1;S;-1;0.0
obs4029;55;SP;SULDESTE;30;23.94;2021;0 Km;36;32434.51;1.09;4100.0;3198.0;28;N;S;EF;747;3.0;A4;BOM;B1;N;0;0.0
obs7982;23;SC;SUL;30;10.25;2016;>= 3 anos;48;22896.19;1.31;2624.0;1107.0;25;N;N;EF;693;;;;;S;5;0.0
obs4933;43;SC;SUL;30;63.0;2022;0 Km;24;31546.45;0.11;4838.0;3157.0;29;N;N;EF;746;1.0;A4;BOM;A1;;-1;0.0
obs6599;44;PE;NORDESTE;30;14.54;2022;0 Km;60;39616.19;1.28;3936.0;1353.0;25;N;N;EF;678;3.0;A2;RUIM;C3;S;-1;0.0
obs1211;34;SC;SUL;30;21.94;2021;0 Km;60;33321.83;1.12;1640.0;1312.0;48;N;N;EF;733;3.0;A2;BOM;B3;N;0;0.0
obs502;58;SP;SULDESTE;30;37.33;2021;0 Km;24;26315.08;0.62;4018.0;2542.0;29;N;N;EF;760;3.0;A4;RUIM;B1;S;0;0.0
obs610;67;RJ;SULDESTE;30;20.8;2014;>= 3 anos;36;17278.11;1.58;4264.0;1394.0;15;N;N;EF;707;;;;;S;7;0.0
obs2989;39;TO;NORTE;30;30.19;2021;0 Km;48;29770.6;0.95;5740.0;1066.0;14;N;N;EF;693;3.0;A2;BOM;B2;S;0;0.0
obs886;53;ES;SULDESTE;30;14.47;2020;2 anos;60;35558.52;1.65;2952.0;2542.0;33;N;N;EF;643;;;;;N;1;0.0
obs5560;44;MA;NORDESTE;30;23.26;2022;0 Km;37;72273.08;0.87;5740.0;1886.0;0;N;N;EF;723;3.0;A2;RUIM;B2;S;-1;0.0
obs9061;50;SC;SUL;30;28.06;2019;2 anos;36;30880.79;1.13;4100.0;2583.0;26;N;N;EF;681;;;;;S;2;0.0
obs186;49;MG;SULDESTE;30;64.27;2021;0 Km;24;23813.57;0.41;3854.0;4223.0;0;N;N;EF;759;3.0;A1;BOM;A1;N;0;0.0
obs4494;37;PA;NORTE;30;19.81;2022;0 Km;49;64199.94;0.93;6422.36;4346.0;29;N;N;EF;697;3.0;A2;RUIM;C3;N;-1;0.0
obs5796;40;PE;NORDESTE;30;4.59;2022;0 Km;60;41684.55;1.24;4100.0;1312.0;25;N;N;EF;697;3.0;A1;BOM;C3;N;-1;0.0
obs159;73;SP;SULDESTE;30;63.17;2021;0 Km;12;28557.74;1.29;984.0;15826.0;63;N;N;EF;747;3.0;A4;BOM;A1;S;0;0.0
obs691;64;RO;NORTE;30;53.0;2021;0 Km;30;31363.88;0.0;8200.0;5289.0;13;N;N;EF;673;3.0;A2;RUIM;A1;S;0;0.0
obs6667;32;SP;SULDESTE;30;4.26;2020;2 anos;60;38377.31;1.74;7859.7;1312.0;13;N;N;EF;666;;;;;N;1;0.0
obs333;33;MG;SULDESTE;30;35.68;2021;0 Km;60;27675.73;0.98;2870.0;1599.0;22;N;N;EF;737;3.0;A1;BOM;B3;N;0;0.0
obs1591;51;SP;SULDESTE;30;60.66;2021;0 Km;12;18635.97;0.0;12300.0;3362.0;13;N;N;EF;755;2.0;A2;BOM;A1;N;0;0.0
obs8657;29;PR;SUL;30;28.0;2022;0 Km;49;34394.17;1.22;2296.0;1312.0;46;N;N;EF;697;3.0;A1;BOM;B3;N;-1;0.0
obs3165;59;SE;NORDESTE;30;24.73;2014;>= 3 anos;48;28599.99;1.49;11152.0;11767.0;7;N;N;EF;657;;;;;N;7;0.0
obs6946;37;RJ;SULDESTE;30;54.66;2018;>= 3 anos;36;14679.38;1.55;4100.0;1230.0;13;N;N;EF;657;;;;;;3;0.0
obs941;46;SP;SULDESTE;30;59.54;2017;>= 3 anos;36;15137.31;1.0;3280.0;1230.0;16;N;N;EF;662;;;;;S;4;0.0
obs5314;78;SP;SULDESTE;30;20.84;2021;0 Km;37;64371.88;0.81;16400.0;2583.0;0;N;N;EF;711;3.0;A4;BOM;B2;S;0;0.0
obs1129;72;GO;CENTRO-OESTE;30;42.0;2020;2 anos;48;24190.29;1.14;2624.0;3034.0;25;N;N;EF;643;;;;;S;1;0.0
obs7194;41;RJ;SULDESTE;30;30.32;2016;>= 3 anos;48;20747.51;1.11;3690.0;1312.0;15;N;N;EF;710;;;;;S;5;0.0
obs506;64;CE;NORDESTE;30;32.94;2021;0 Km;60;59963.21;1.28;3280.0;984.0;45;N;N;EF;747;1.0;A1;BOM;B3;;0;0.0
obs7790;44;SP;SULDESTE;30;72.04;2021;0 Km;24;22924.37;0.0;8200.0;8446.0;12;N;N;EF;715;3.0;A2;RUIM;A1;S;0;0.0
obs6516;51;PE;NORDESTE;30;35.74;2022;0 Km;60;34951.3;1.19;3690.0;2665.0;0;N;N;EF;695;3.0;A1;BOM;B3;N;-1;0.0
obs5929;58;SC;SUL;30;39.45;2014;>= 3 anos;48;14945.62;1.26;2460.0;1189.0;17;N;N;EF;701;;;;;S;7;0.0
obs5225;31;SP;SULDESTE;30;63.19;2022;0 Km;24;32217.05;0.0;12710.0;1886.0;10;N;N;EF;746;3.0;A2;BOM;A1;N;-1;0.0
obs6752;54;RJ;SULDESTE;30;41.37;2022;0 Km;60;26538.42;0.88;4510.0;6068.0;0;N;N;EF;772;3.0;A4;BOM;A3;N;-1;0.0
obs5977;31;PR;SUL;30;28.39;2022;0 Km;49;60619.05;0.93;2870.0;1066.0;61;N;N;EF;669;3.0;A1;BOM;B3;S;-1;0.0
obs1155;39;SE;NORDESTE;30;64.61;2019;2 anos;24;11663.14;1.18;5740.0;1312.0;10;S;N;EF;653;;;;;;2;0.0
obs7638;73;ES;SULDESTE;30;65.0;2022;0 Km;24;26529.78;0.11;4264.0;2009.0;26;N;N;EF;760;3.0;A2;BOM;A1;S;-1;0.0
obs3698;46;GO;CENTRO-OESTE;30;29.49;2022;0 Km;49;56407.57;0.93;6560.0;4346.0;25;N;N;EF;746;3.0;A4;BOM;B3;N;-1;0.0
obs3083;48;MG;SULDESTE;30;39.22;2021;0 Km;48;25899.5;0.96;4510.0;3362.0;15;N;N;EF;755;2.0;A2;BOM;B2;S;0;0.0
obs6994;65;RJ;SULDESTE;30;43.03;2022;0 Km;36;50119.55;0.67;5740.0;4387.0;27;N;N;EF;760;3.0;A4;BOM;A1;S;-1;0.0
obs5869;28;MA;NORDESTE;30;23.19;2022;0 Km;49;33951.61;1.16;4100.0;820.0;24;N;N;EF;737;3.0;A2;BOM;B3;S;-1;0.0
obs5072;52;SC;SUL;30;28.46;2021;0 Km;49;54502.19;0.93;3526.0;5904.0;45;N;N;EF;746;3.0;A2;BOM;B3;S;0;0.0
obs5438;68;PA;NORTE;30;84.77;2022;0 Km;12;7200.52;0.58;4510.0;1845.0;14;N;N;EF;747;3.0;A2;PESS;A1;S;-1;0.0
obs592;40;PE;NORDESTE;30;60.96;2021;0 Km;24;34956.97;0.0;6560.0;1968.0;0;N;N;EF;708;2.0;A2;BOM;A1;S;0;0.0
obs4429;40;MT;CENTRO-OESTE;30;25.99;2021;0 Km;49;52393.75;1.12;2460.0;1804.0;0;N;N;EF;699;1.0;A2;BOM;B3;S;0;0.0
obs4645;39;PE;NORDESTE;30;20.37;2022;0 Km;60;33859.31;1.29;2673.2;779.0;31;N;N;EF;669;3.0;A1;BOM;B3;N;-1;0.0
obs7782;64;SC;SUL;30;32.78;2021;0 Km;49;60402.23;0.93;3985.2;2665.0;44;N;N;EF;672;3.0;A1;BOM;B3;S;0;0.0
obs7115;48;SC;SUL;30;27.22;2022;0 Km;49;34754.43;1.16;8200.0;1804.0;13;N;S;EF;667;1.0;A1;BOM;B3;;-1;0.0
obs3923;38;SP;SULDESTE;30;0.0;2015;>= 3 anos;48;30077.31;1.45;2870.0;1640.0;0;N;N;EF;695;;;;;N;6;0.0
obs4285;55;DF;CENTRO-OESTE;30;63.4;2022;0 Km;24;28190.12;0.0;7216.0;5945.0;16;N;N;EF;720;3.0;A2;BOM;A1;N;-1;0.0
obs5750;52;PE;NORDESTE;30;67.58;2020;2 anos;48;21084.78;1.08;2296.0;1476.0;25;N;N;EF;662;;;;;S;1;0.0
obs8358;56;MG;SULDESTE;30;50.01;2020;2 anos;60;25971.71;1.12;4100.0;1845.0;15;S;N;EF;665;;;;;S;1;0.0
obs3781;49;DF;CENTRO-OESTE;30;56.49;2022;0 Km;36;31686.91;0.7;3116.0;984.0;0;N;N;EF;723;3.0;A2;BOM;A1;S;-1;0.0
obs9370;53;PR;SUL;30;33.1;2022;0 Km;37;31321.71;1.18;5740.0;3444.0;20;N;N;EF;706;3.0;A4;BOM;B2;S;-1;0.0
obs6756;45;PE;NORDESTE;30;3.89;2016;>= 3 anos;36;31874.78;1.52;3690.0;2542.0;31;N;N;EF;676;;;;;S;5;1.0
obs4985;51;SP;SULDESTE;30;33.94;2021;0 Km;49;33681.17;1.16;4920.0;6109.0;20;N;N;EF;715;3.0;A2;PESS;B3;N;0;0.0
obs3519;71;CE;NORDESTE;30;19.77;2022;0 Km;60;34513.89;1.5;3690.0;1230.0;24;N;N;EF;668;3.0;A2;RUIM;C3;S;-1;1.0
obs8438;36;MA;NORDESTE;30;33.08;2022;0 Km;49;42728.91;1.32;3362.0;1845.0;39;N;N;EF;669;1.0;A2;RUIM;B3;S;-1;0.0
obs1469;53;TO;NORTE;30;28.19;2021;0 Km;49;62302.43;0.93;4100.0;4182.0;44;N;N;EF;706;3.0;A1;BOM;B3;S;0;0.0
obs3924;45;MG;SULDESTE;30;43.11;2021;0 Km;37;54449.84;1.19;10168.0;2583.0;0;N;N;EF;719;3.0;A4;BOM;A2;S;0;0.0
obs7895;45;SP;SULDESTE;30;56.0;2017;>= 3 anos;48;14730.61;1.33;2050.0;1312.0;21;N;N;EF;657;;;;;S;4;0.0
obs1461;37;RS;SUL;30;50.75;2015;>= 3 anos;48;17961.54;0.95;2050.0;902.0;23;N;N;EF;683;;;;;N;6;0.0
obs2498;27;BA;NORDESTE;30;7.08;2018;>= 3 anos;48;62341.94;1.95;14760.0;1189.0;13;N;N;EF;664;;;;;S;3;0.0
obs9147;48;PR;SUL;30;10.5;2021;0 Km;60;64614.67;1.61;24600.0;2091.0;0;N;N;EF;678;3.0;A2;RUIM;C3;S;0;0.0
obs3336;45;BA;NORDESTE;30;39.22;2022;0 Km;24;26401.28;0.82;3280.0;1394.0;39;N;N;EF;742;3.0;A2;BOM;B1;S;-1;0.0
obs3388;39;MT;CENTRO-OESTE;30;30.26;2021;0 Km;37;44634.08;1.19;6560.0;6150.0;0;N;N;EF;693;3.0;A2;RUIM;B2;S;0;0.0
obs1498;56;RJ;SULDESTE;30;66.36;2021;0 Km;18;27596.67;0.0;8200.0;8610.0;18;N;N;EF;760;3.0;A4;BOM;A1;S;0;0.0
obs4272;52;BA;NORDESTE;30;28.7;2022;0 Km;60;39109.41;1.08;5330.0;1640.0;16;N;N;EF;706;3.0;A2;BOM;B3;S;-1;0.0
obs5571;36;MA;NORDESTE;30;26.09;2022;0 Km;48;47920.98;1.47;4100.0;1312.0;35;N;N;EF;665;3.0;A2;BOM;B2;N;-1;0.0
obs2261;71;SE;NORDESTE;30;28.0;2022;0 Km;49;31335.8;1.16;6560.0;11767.0;14;N;N;EF;751;3.0;A2;BOM;B3;S;-1;0.0
obs6620;50;SC;SUL;30;52.05;2022;0 Km;49;22642.52;1.16;3444.0;4387.0;20;N;N;EF;746;3.0;A4;BOM;A3;S;-1;0.0
obs829;37;RS;SUL;30;77.97;2018;>= 3 anos;36;11836.14;0.81;6560.0;8569.0;5;N;N;EF;687;;;;;N;3;0.0
obs8169;39;RJ;SULDESTE;30;65.66;2021;0 Km;24;28220.0;0.9;8200.0;2624.0;0;N;N;EF;763;3.0;A2;BOM;A1;S;0;0.0
obs2518;65;SP;SULDESTE;30;39.22;2021;0 Km;36;51576.8;0.89;8200.0;1312.0;0;N;N;EF;777;3.0;A4;BOM;B1;S;0;0.0
obs4528;51;BA;NORDESTE;30;46.66;2022;0 Km;48;22584.11;0.83;4100.0;4223.0;14;N;N;EF;706;2.0;A2;BOM;A2;N;-1;0.0
obs2182;54;MG;SULDESTE;30;70.22;2022;0 Km;36;13853.71;0.88;3690.0;1927.0;12;N;S;EF;655;2.0;A4;PESS;A1;S;-1;0.0
obs8650;68;BA;NORDESTE;30;41.63;2022;0 Km;49;49821.12;0.9;3690.0;1148.0;38;N;N;EF;705;1.0;A1;BOM;A3;;-1;0.0
obs3543;43;RS;SUL;30;56.61;2021;0 Km;30;27513.18;0.0;5740.0;2665.0;16;N;N;EF;746;3.0;A4;RUIM;A1;N;0;0.0
obs957;45;RJ;SULDESTE;30;32.73;2015;>= 3 anos;48;19170.51;1.17;3936.0;6150.0;13;N;N;EF;672;;;;;N;6;0.0
obs1531;63;RS;SUL;30;10.2;2021;0 Km;60;59242.25;1.18;4920.0;4346.0;29;N;N;EF;692;2.0;A4;PESS;C3;N;0;0.0
obs8804;63;ES;SULDESTE;30;8.97;2021;0 Km;49;79259.31;1.01;8200.0;15908.0;0;N;N;EF;683;3.0;A4;RUIM;C3;S;0;0.0
obs8628;46;RS;SUL;30;45.52;2022;0 Km;48;28102.31;1.0;8200.0;1599.0;9;N;N;EF;742;3.0;A4;BOM;A2;S;-1;0.0
obs5113;54;MG;SULDESTE;30;31.13;2022;0 Km;37;28378.71;1.0;8200.0;8487.0;12;N;N;EF;720;3.0;A4;RUIM;B2;S;-1;0.0
obs5554;62;PA;NORTE;30;34.83;2022;0 Km;37;39320.69;1.14;10660.0;11767.0;13;N;N;EF;683;3.0;A1;RUIM;B2;S;-1;0.0
obs675;67;SC;SUL;30;39.08;2021;0 Km;36;44831.0;1.13;6560.0;11685.0;23;N;N;EF;692;3.0;A4;RUIM;B1;S;0;0.0
obs1967;38;PE;NORDESTE;30;19.34;2021;0 Km;60;33288.27;1.37;2706.0;492.0;0;S;N;EF;708;1.0;A1;BOM;C3;;0;0.0
obs1673;83;MG;SULDESTE;30;63.0;2021;0 Km;24;35957.44;0.0;16400.0;1640.0;0;N;N;EF;777;3.0;A4;BOM;A1;;0;0.0
obs4775;62;SP;SULDESTE;30;32.0;2021;0 Km;49;57228.27;1.02;6560.0;3198.0;25;N;N;EF;760;3.0;A4;BOM;B3;S;0;0.0
obs908;65;SC;SUL;30;32.95;2021;0 Km;60;33112.79;1.2;4920.0;1353.0;16;N;N;EF;692;3.0;A1;RUIM;B3;N;0;0.0
obs8425;35;SC;SUL;30;26.97;2018;>= 3 anos;60;39877.99;1.38;3690.0;2009.0;26;N;N;EF;677;;;;;N;3;0.0
obs3878;46;SP;SULDESTE;30;15.79;2017;>= 3 anos;60;28480.22;1.59;2870.0;492.0;25;N;N;EF;674;;;;;S;4;0.0
obs7332;59;MA;NORDESTE;30;35.62;2022;0 Km;60;38414.38;1.19;4100.0;3198.0;22;N;N;EF;747;3.0;A2;BOM;B3;S;-1;0.0
obs6053;39;PE;NORDESTE;30;19.34;2022;0 Km;60;36780.91;1.3;2870.0;1845.0;32;N;N;EF;678;3.0;A1;BOM;C3;S;-1;0.0
obs5834;40;RJ;SULDESTE;30;29.94;2022;0 Km;24;29794.51;0.93;4100.0;1394.0;34;N;N;EF;697;3.0;A2;RUIM;B1;N;-1;0.0
obs5570;48;ES;SULDESTE;30;18.31;2021;0 Km;49;58537.5;0.83;4100.0;2706.0;0;N;N;EF;755;1.0;A1;BOM;C3;S;0;0.0
obs5437;32;RJ;SULDESTE;30;0.0;2022;0 Km;60;42622.99;1.3;4100.0;1804.0;26;N;N;EF;746;2.0;A1;BOM;C3;S;-1;0.0
obs9562;61;RS;SUL;30;15.98;2022;0 Km;60;40303.31;1.66;5729.34;820.0;19;N;N;EF;692;1.0;A2;BOM;C3;;-1;0.0
obs2608;51;MA;NORDESTE;30;28.0;2022;0 Km;49;56527.15;0.93;4920.0;1804.0;33;S;N;EF;667;3.0;A2;RUIM;B3;S;-1;0.0
obs7120;65;SC;SUL;30;23.95;2014;>= 3 anos;48;26647.79;1.51;6560.0;2993.0;12;N;N;EF;678;;;;;S;7;0.0
obs26;38;RS;SUL;30;42.01;2021;0 Km;48;53977.73;1.1;7380.0;1886.0;19;N;N;EF;693;2.0;A2;BOM;A2;S;0;0.0
obs6658;68;RO;NORTE;30;16.34;2021;0 Km;49;68242.13;0.93;8200.0;1681.0;24;N;N;EF;672;3.0;A2;PESS;C3;S;0;0.0
obs2782;26;PE;NORDESTE;30;57.1;2022;0 Km;36;18363.21;0.57;1968.0;902.0;29;N;N;EF;738;3.0;A2;BOM;A1;N;-1;0.0
obs4414;54;BA;NORDESTE;30;35.9;2022;0 Km;37;27729.28;1.13;2870.0;3280.0;36;N;N;EF;711;1.0;A2;BOM;B2;;-1;0.0
obs8407;32;CE;NORDESTE;30;51.98;2022;0 Km;36;22663.98;1.13;3116.0;1845.0;25;N;N;EF;650;3.0;A1;RUIM;A1;S;-1;0.0
obs7422;46;SP;SULDESTE;30;0.0;2017;>= 3 anos;60;49167.31;1.67;4100.0;1845.0;33;S;N;EF;662;;;;;S;4;0.0
obs2621;60;SC;SUL;30;44.16;2021;0 Km;36;49581.52;0.87;5986.0;5945.0;28;N;N;EF;751;3.0;A1;BOM;A1;S;0;0.0
obs2739;71;DF;CENTRO-OESTE;30;79.06;2021;0 Km;12;14151.5;0.0;16400.0;2173.0;7;N;N;EF;692;3.0;A2;RUIM;A1;N;0;0.0
obs8258;31;SC;SUL;30;45.93;2019;2 anos;48;22580.79;1.16;1968.0;1763.0;32;N;N;EF;664;;;;;;2;0.0
obs5035;44;SP;SULDESTE;30;9.81;2021;0 Km;60;76431.77;1.07;4920.0;1886.0;36;N;N;EF;706;3.0;A4;BOM;C3;S;0;0.0
obs7046;33;CE;NORDESTE;30;38.89;2017;>= 3 anos;48;28300.51;1.18;4100.0;3198.0;19;N;N;EF;652;;;;;S;4;0.0
obs6998;23;BA;NORDESTE;30;28.31;2022;0 Km;60;55418.78;1.03;9840.0;820.0;13;N;N;EF;689;3.0;A2;BOM;B3;S;-1;0.0
obs6873;65;MT;CENTRO-OESTE;30;0.0;2022;0 Km;60;65277.51;1.18;4920.0;1968.0;32;N;N;EF;747;3.0;A4;BOM;C3;S;-1;0.0
obs286;61;PB;NORDESTE;30;81.97;2016;>= 3 anos;24;5922.51;1.23;3280.0;1558.0;9;N;N;EF;660;;;;;S;5;1.0
obs4826;79;SP;SULDESTE;30;40.5;2021;0 Km;48;36275.75;0.88;3690.0;1271.0;0;N;N;EF;764;3.0;A4;BOM;A2;;0;0.0
obs8164;58;DF;CENTRO-OESTE;30;60.28;2021;0 Km;36;66898.83;1.37;5658.0;4346.0;42;N;N;EF;707;2.0;A2;BOM;A1;S;0;0.0
obs8965;45;SP;SULDESTE;30;0.0;2013;>= 3 anos;48;23454.58;2.09;3116.0;1886.0;26;N;N;EF;662;;;;;S;8;0.0
obs399;50;SP;SULDESTE;30;60.78;2021;0 Km;36;35784.55;0.51;5740.0;1353.0;19;N;N;EF;755;3.0;A2;BOM;A1;S;0;0.0
obs1998;31;BA;NORDESTE;30;28.85;2022;0 Km;60;30076.52;1.23;2624.0;451.0;28;N;N;EF;693;1.0;A2;BOM;B3;;-1;0.0
obs8715;52;PR;SUL;30;30.64;2022;0 Km;49;59199.75;1.01;3690.0;1599.0;47;N;N;EF;678;3.0;A2;PESS;B3;S;-1;0.0
obs1260;32;SP;SULDESTE;30;24.56;2021;0 Km;49;31677.61;1.16;1640.0;1558.0;57;N;N;EF;706;3.0;A1;RUIM;B3;N;0;0.0
obs3730;32;PI;NORDESTE;30;29.6;2022;0 Km;49;55159.56;0.93;5699.0;1886.0;28;N;N;EF;669;3.0;A2;RUIM;B3;S;-1;0.0
obs7872;58;PE;NORDESTE;30;74.73;2022;0 Km;36;19332.78;0.67;4100.0;1886.0;15;N;N;EF;720;3.0;A2;BOM;A1;S;-1;0.0
obs21;46;MA;NORDESTE;30;54.86;2021;0 Km;30;28138.37;0.0;5740.0;4305.0;16;N;N;EF;755;3.0;A2;BOM;A1;S;0;0.0
obs5424;55;SP;SULDESTE;30;62.91;2022;0 Km;24;20042.73;0.5;4100.0;11808.0;22;N;N;EF;707;3.0;A4;RUIM;A1;S;-1;0.0
obs242;58;RJ;SULDESTE;30;78.77;2021;0 Km;24;18010.17;0.0;16400.0;2747.0;4;N;N;EF;692;3.0;A4;RUIM;A1;S;0;0.0
obs8721;32;AM;NORTE;30;56.58;2021;0 Km;37;39944.02;0.87;9840.0;984.0;0;N;N;EF;714;3.0;A4;BOM;A2;N;0;0.0
obs7061;49;MG;SULDESTE;30;24.55;2022;0 Km;60;60917.2;1.16;14760.0;11972.0;10;N;N;EF;715;2.0;A2;BOM;B3;S;-1;0.0
obs9477;54;PR;SUL;30;28.0;2012;>= 3 anos;36;16141.01;1.37;2296.0;1558.0;0;N;N;EF;711;;;;;S;9;0.0
obs6172;86;RN;NORDESTE;30;67.76;2021;0 Km;24;51040.02;1.04;9840.0;2706.0;24;N;N;EF;711;3.0;A2;RUIM;A1;S;0;0.0
obs2121;59;SP;SULDESTE;30;49.7;2021;0 Km;37;21785.61;1.0;2009.0;1312.0;38;N;N;EF;720;3.0;A4;BOM;A2;N;0;0.0
obs1693;40;SP;SULDESTE;30;54.89;2021;0 Km;48;21252.13;1.09;3690.0;1886.0;15;N;N;EF;706;3.0;A2;RUIM;A2;S;0;0.0
obs7970;79;MS;CENTRO-OESTE;30;73.73;2019;2 anos;36;35587.38;1.22;9840.0;2665.0;12;N;N;EF;654;;;;;S;2;0.0
obs4435;49;DF;CENTRO-OESTE;30;0.0;2021;0 Km;48;38338.53;1.13;7380.0;2501.0;14;N;S;EF;746;3.0;A1;BOM;C2;N;0;0.0
obs6236;44;PR;SUL;30;83.68;2022;0 Km;36;10491.03;0.0;1735.94;4674.0;0;N;N;EF;763;3.0;A4;BOM;A1;S;-1;0.0
obs9294;61;BA;NORDESTE;30;62.75;2021;0 Km;24;33255.15;0.97;8200.0;3403.0;19;N;N;EF;711;2.0;A2;BOM;A1;N;0;0.0
obs5425;62;PR;SUL;30;20.89;2021;0 Km;36;48185.54;1.04;6970.0;1845.0;24;N;N;EF;747;3.0;A4;BOM;B1;S;0;0.0
obs7319;45;PR;SUL;30;0.0;2018;>= 3 anos;60;30334.84;1.38;4100.0;3239.0;18;S;N;EF;657;;;;;S;3;0.0
obs1665;44;RS;SUL;30;16.24;2021;0 Km;60;42937.07;1.55;4346.0;1435.0;26;N;N;EF;687;1.0;A2;RUIM;C3;S;0;0.0
obs2190;64;RS;SUL;30;0.0;2021;0 Km;60;41460.5;1.26;3895.0;1845.0;26;N;N;EF;747;1.0;A4;BOM;C3;;0;0.0
obs7864;55;PR;SUL;30;41.14;2022;0 Km;48;48451.25;1.0;4100.0;1886.0;0;N;N;EF;764;3.0;A4;BOM;A2;S;-1;0.0
obs2588;53;RS;SUL;30;33.84;2022;0 Km;36;29216.34;0.88;4018.0;4346.0;23;N;N;EF;755;3.0;A4;BOM;B1;S;-1;0.0
obs1243;71;SP;SULDESTE;30;86.79;2020;2 anos;24;5492.71;1.08;4100.0;3280.0;6;N;N;EF;671;;;;;N;1;0.0
obs3561;66;CE;NORDESTE;30;34.49;2022;0 Km;60;27793.38;1.02;4100.0;2706.0;15;N;N;EF;747;3.0;A2;BOM;B3;N;-1;0.0
obs6753;46;AM;NORTE;30;0.0;2022;0 Km;60;58338.37;1.18;4100.0;5945.0;0;N;N;EF;763;3.0;A2;BOM;C3;;-1;0.0
obs3648;22;MG;SULDESTE;30;33.08;2022;0 Km;60;44489.19;1.11;820.0;3403.0;25;N;N;EF;604;1.0;A0;BOM;B3;S;-1;0.0
obs8298;63;PE;NORDESTE;30;2.42;2022;0 Km;60;42904.65;1.25;8200.0;2501.0;12;N;N;EF;720;3.0;A2;BOM;C3;S;-1;0.0
obs182;46;PA;NORTE;30;35.55;2021;0 Km;48;43213.95;1.26;5379.2;2624.0;22;N;N;EF;674;3.0;A2;BOM;B2;S;0;0.0
obs7574;63;SP;SULDESTE;30;0.0;2015;>= 3 anos;48;35065.61;1.84;3608.0;3362.0;30;N;N;EF;678;;;;;S;6;0.0
obs4430;39;BA;NORDESTE;30;73.0;2021;0 Km;24;26270.97;0.0;7380.0;2624.0;15;N;N;EF;746;3.0;A2;BOM;A1;N;0;0.0
obs8811;55;RJ;SULDESTE;30;37.04;2018;>= 3 anos;48;29122.21;1.29;3280.0;1886.0;26;N;N;EF;675;;;;;N;3;0.0
obs3536;52;RJ;SULDESTE;30;68.24;2022;0 Km;36;17384.47;0.7;16400.0;11808.0;0;N;N;EF;723;3.0;A1;RUIM;A1;N;-1;0.0
obs1176;56;SP;SULDESTE;30;27.26;2021;0 Km;60;34017.53;1.43;3280.0;1804.0;27;N;N;EF;692;3.0;A4;BOM;B3;S;0;0.0
obs4336;54;DF;CENTRO-OESTE;30;45.41;2021;0 Km;60;40592.75;1.18;6560.0;1599.0;15;N;N;EF;674;3.0;A1;RUIM;A3;S;0;0.0
obs2724;30;SP;SULDESTE;30;24.68;2016;>= 3 anos;48;26363.72;1.85;3854.0;1312.0;0;N;N;EF;674;;;;;;5;0.0
obs2037;35;RS;SUL;30;67.74;2021;0 Km;24;26093.88;0.0;7544.0;4264.0;14;N;N;EF;746;3.0;A2;BOM;A1;N;0;0.0
obs2129;43;RS;SUL;30;73.0;2021;0 Km;24;24026.35;0.0;3636.7;6109.0;29;N;N;EF;706;3.0;A2;BOM;A1;S;0;0.0
obs9100;41;RR;NORTE;30;13.14;2022;0 Km;60;38517.54;1.2;4920.0;820.0;19;N;N;EF;706;2.0;A1;BOM;C3;S;-1;0.0
obs4909;57;SP;SULDESTE;30;72.75;2021;0 Km;36;17885.44;0.51;4100.0;2091.0;14;N;N;EF;747;3.0;A4;BOM;A1;S;0;0.0
