;Feature;Importance
0;idade;"[-0.78965574  0.14180105 -0.3744013  -0.32100436  1.70095083 -0.03720459
 -0.35725052 -0.03214547 -0.10284784 -0.02415619 -1.85606041 -0.2252581
 -0.24424774  0.80252549  2.47954258  0.75360662 -1.66759544  0.65904316
 -0.25141748  0.10199035  0.         -3.2959497  -0.7536739   0.2769221
  0.27163383  0.2461339  -1.34829444 -0.51296874 -0.08733516  0.04669929
 -0.36276633  0.08041585 -0.28496458 -0.35158935 -0.38509019  0.59320977
  0.3384004   0.27173808 -0.45295825 -0.39940277]"
