observacao;idade;uf;regiao;carencia;percentual_entrada_veicu;ano_modelo_veic;idade_bem;qtde_prestacoes;vlr_principal;taxa_mensal;vlr_renda;vlr_max_renda_presum;pc_compr_renda_familiar;autonomos;taxistas;status_prop;score_sis;var_1;var_2;var_3;var_4;var_5;idade_veiculo;target
obs5043;59;SP;SULDESTE;30;32.76;2022;0 Km;60;29752.78;1.02;8200.0;6683.0;8;N;N;EF;747;3.0;A4;RUIM;B3;S;3;0.0
obs3416;39;RO;NORTE;30;42.5;2021;0 Km;49;34698.44;1.42;4920.0;5986.0;22;N;N;EF;669;1.0;A2;RUIM;A3;;4;0.0
obs8834;32;PR;SUL;30;67.54;2022;0 Km;24;16245.26;0.8;6150.0;1845.0;12;N;N;EF;746;2.0;A1;BOM;A1;S;3;0.0
obs8959;64;PI;NORDESTE;30;56.94;2022;0 Km;36;39508.16;1.3;9840.0;8733.0;14;N;N;EF;683;3.0;A2;RUIM;A1;S;3;0.0
obs5768;71;DF;CENTRO-OESTE;30;42.65;2020;2 anos;60;33605.87;0.93;3280.0;2542.0;22;N;N;EF;684;;;;;S;5;0.0
obs9060;40;SP;SULDESTE;30;27.03;2012;>= 3 anos;48;23453.75;1.18;3772.0;1476.0;17;N;N;EF;679;;;;;N;13;0.0
obs5549;29;PR;SUL;30;21.62;2019;2 anos;48;25271.01;1.93;3198.0;1804.0;0;N;N;EF;667;;;;;S;6;0.0
obs1264;41;PE;NORDESTE;30;24.47;2021;0 Km;49;67397.95;0.83;4920.0;2542.0;0;N;N;EF;723;3.0;A2;BOM;B3;S;4;0.0
obs7339;43;SP;SULDESTE;30;43.64;2015;>= 3 anos;48;26757.31;0.89;5330.0;1886.0;13;N;N;EF;689;;;;;S;10;0.0
obs4294;27;PR;SUL;30;28.04;2021;0 Km;49;62131.82;0.93;3690.0;656.0;49;N;N;EF;689;2.0;A1;BOM;B3;S;4;0.0
obs2303;47;PB;NORDESTE;30;60.71;2022;0 Km;18;17669.05;0.84;4920.0;1886.0;22;N;N;EF;668;1.0;A2;BOM;A1;S;3;0.0
obs4271;39;SP;SULDESTE;30;0.0;2021;0 Km;60;41215.08;1.39;7872.0;1845.0;13;N;N;EF;733;2.0;A2;RUIM;C3;S;4;1.0
obs937;44;GO;CENTRO-OESTE;30;51.62;2013;>= 3 anos;48;27145.09;1.88;4920.0;1927.0;18;N;N;EF;640;;;;;N;12;0.0
obs1190;41;RN;NORDESTE;30;26.59;2021;0 Km;60;30785.53;1.39;4100.0;4264.0;19;N;N;EF;678;1.0;A2;BOM;B3;S;4;0.0
obs5771;44;RJ;SULDESTE;30;53.83;2022;0 Km;30;29853.98;0.0;10250.0;5945.0;9;N;N;EF;746;3.0;A4;BOM;A1;N;3;0.0
obs4629;38;CE;NORDESTE;30;30.33;2022;0 Km;49;38797.64;1.1;2460.0;3280.0;47;N;N;EF;669;3.0;A2;RUIM;B3;S;3;0.0
obs1338;55;SP;SULDESTE;30;63.35;2021;0 Km;18;29838.27;0.0;7380.0;5986.0;22;N;N;EF;760;3.0;A4;BOM;A1;N;4;0.0
obs7948;66;RN;NORDESTE;30;11.46;2022;0 Km;60;41398.74;1.18;3690.0;1845.0;27;N;N;EF;747;3.0;A2;BOM;C3;S;3;0.0
obs4807;78;BA;NORDESTE;30;27.66;2022;0 Km;49;31279.19;1.16;2624.0;1271.0;35;N;N;EF;696;3.0;A2;BOM;B3;N;3;0.0
obs8313;42;MT;CENTRO-OESTE;30;46.23;2021;0 Km;48;46293.25;0.88;4920.0;4346.0;24;N;N;EF;737;3.0;A4;BOM;A2;S;4;0.0
obs3320;48;MG;SULDESTE;30;73.46;2021;0 Km;24;24072.67;0.0;13120.0;1968.0;7;N;N;EF;755;2.0;A4;BOM;A1;N;4;0.0
obs9139;67;MA;NORDESTE;30;39.62;2022;0 Km;36;38848.22;1.35;6560.0;1927.0;21;N;S;EF;668;3.0;A1;RUIM;B1;S;3;0.0
obs2272;51;BA;NORDESTE;30;27.07;2022;0 Km;48;32999.78;1.16;4920.0;3280.0;19;N;N;EF;742;1.0;A2;BOM;B2;;3;0.0
obs2369;65;RR;NORTE;30;32.48;2021;0 Km;37;54091.71;0.74;9840.0;4346.0;19;N;N;EF;692;3.0;A1;PESS;B2;S;4;0.0
obs6167;40;BA;NORDESTE;30;48.05;2022;0 Km;60;35758.4;0.96;4920.0;1968.0;16;N;N;EF;669;3.0;A2;PESS;A3;N;3;0.0
obs7285;25;PA;NORTE;30;10.66;2022;0 Km;60;39134.77;1.12;3936.0;1066.0;23;N;N;EF;725;3.0;A2;BOM;C3;N;3;0.0
obs9388;58;RS;SUL;30;45.25;2022;0 Km;36;36026.7;0.88;13120.0;11808.0;9;N;N;EF;760;3.0;A4;BOM;A1;N;3;0.0
obs6216;65;PE;NORDESTE;30;16.77;2022;0 Km;60;38607.74;1.58;3526.0;1394.0;0;N;N;EF;700;1.0;A2;RUIM;C3;;3;0.0
obs9737;60;DF;CENTRO-OESTE;30;15.14;2021;0 Km;60;77763.53;1.5;8036.0;820.0;0;N;N;EF;764;1.0;A2;BOM;C3;S;4;1.0
obs2610;43;PE;NORDESTE;30;6.09;2019;2 anos;60;42819.16;1.6;5576.0;2706.0;20;N;N;EF;672;;;;;N;6;0.0
obs2443;51;SE;NORDESTE;30;65.99;2021;0 Km;18;29816.9;0.2;24600.0;10578.0;6;N;N;EF;715;3.0;A2;PESS;A1;S;4;0.0
obs6644;50;MS;CENTRO-OESTE;30;46.23;2022;0 Km;48;23861.69;1.1;8200.0;4674.0;8;N;N;EF;702;3.0;A2;BOM;A2;N;3;0.0
obs7245;38;BA;NORDESTE;30;16.02;2022;0 Km;60;38778.94;1.09;3280.0;820.0;27;N;N;EF;706;1.0;A2;BOM;C3;;3;0.0
obs3498;35;MG;SULDESTE;30;10.3;2022;0 Km;60;40490.07;1.3;4100.0;1927.0;24;N;N;EF;693;3.0;A2;BOM;C3;S;3;0.0
obs7136;41;PA;NORTE;30;29.21;2021;0 Km;49;53258.88;1.07;3690.0;1886.0;43;S;N;EF;669;3.0;A2;BOM;B3;N;4;0.0
obs6631;22;RS;SUL;30;59.68;2022;0 Km;12;24355.22;0.0;6560.0;0.0;31;N;N;EF;617;1.0;A0;BOM;A1;;3;0.0
obs4417;43;SP;SULDESTE;30;63.05;2021;0 Km;24;30940.51;0.0;10660.0;6929.0;0;N;N;EF;763;3.0;A2;BOM;A1;N;4;0.0
obs1298;21;SP;SULDESTE;30;32.43;2018;>= 3 anos;48;21370.61;1.43;3280.0;861.0;19;N;N;EF;659;;;;;;7;0.0
obs6655;46;PR;SUL;30;13.25;2022;0 Km;60;41381.31;1.67;4100.0;1312.0;27;N;N;EF;678;3.0;A1;RUIM;C3;S;3;0.0
obs1423;65;SP;SULDESTE;30;63.09;2021;0 Km;18;30900.67;0.0;13120.0;6355.0;0;N;N;EF;777;3.0;A2;BOM;A1;S;4;0.0
obs7827;57;PA;NORTE;30;72.33;2016;>= 3 anos;24;15823.39;1.24;7375.9;8282.0;10;N;N;EF;654;;;;;S;9;0.0
obs7920;56;SP;SULDESTE;30;0.0;2022;0 Km;60;46103.78;1.41;3936.0;2337.0;30;N;N;EF;696;1.0;A4;BOM;C3;;3;0.0
obs3074;40;BA;NORDESTE;30;66.54;2022;0 Km;24;25802.85;0.09;12300.0;3321.0;8;N;N;EF;706;2.0;A2;BOM;A1;S;3;0.0
obs4906;33;SP;SULDESTE;30;40.9;2018;>= 3 anos;48;21134.54;1.76;4100.0;1230.0;16;N;N;EF;629;;;;;N;7;0.0
obs1659;41;MA;NORDESTE;30;0.0;2018;>= 3 anos;18;16808.97;1.23;3280.0;1886.0;32;N;N;EF;679;;;;;S;7;0.0
obs6064;36;RS;SUL;30;66.76;2013;>= 3 anos;12;8389.23;1.38;3280.0;1845.0;24;N;N;EF;700;;;;;S;12;0.0
obs8595;41;PE;NORDESTE;30;39.68;2022;0 Km;60;26163.55;1.12;6560.0;6027.0;9;N;N;EF;693;3.0;A1;BOM;B3;S;3;0.0
obs4533;63;SP;SULDESTE;30;56.26;2021;0 Km;60;38857.05;0.78;8411.99;3280.0;10;N;N;EF;760;3.0;A4;BOM;A3;S;4;0.0
obs3943;29;PI;NORDESTE;30;40.01;2022;0 Km;60;26076.94;1.34;4363.55;615.0;15;N;N;EF;658;3.0;A4;RUIM;A3;N;3;0.0
obs7863;34;AC;NORTE;30;27.84;2021;0 Km;36;65600.69;0.88;24600.0;1476.0;9;N;N;EF;746;3.0;A2;BOM;B1;N;4;0.0
obs3467;34;SP;SULDESTE;30;0.0;2014;>= 3 anos;48;23444.78;1.95;2870.0;1312.0;27;N;N;EF;664;;;;;S;11;0.0
obs285;44;RJ;SULDESTE;30;57.78;2021;0 Km;36;33046.67;1.17;32800.0;2788.0;0;N;N;EF;695;1.0;A2;BOM;A1;S;4;0.0
obs8230;57;PR;SUL;30;28.58;2022;0 Km;49;44507.92;1.22;12300.0;3034.0;11;N;N;EF;751;3.0;A4;BOM;B3;S;3;0.0
obs8225;69;SC;SUL;30;33.15;2022;0 Km;37;31968.92;1.18;3280.0;1886.0;0;N;N;EF;777;3.0;A4;BOM;B2;S;3;0.0
obs5667;30;BA;NORDESTE;30;12.94;2022;0 Km;60;37953.09;1.24;3280.0;1271.0;28;N;N;EF;697;2.0;A2;BOM;C3;N;3;0.0
obs9171;70;RS;SUL;30;51.21;2022;0 Km;48;23538.14;1.0;3280.0;1476.0;19;N;N;EF;747;3.0;A4;BOM;A2;S;3;0.0
obs1627;50;PR;SUL;30;21.0;2021;0 Km;60;44175.25;1.63;4018.0;1312.0;30;N;N;EF;678;1.0;A2;BOM;B3;N;4;0.0
obs9220;53;PE;NORDESTE;30;50.63;2018;>= 3 anos;24;17358.08;1.24;24600.0;15908.0;3;N;N;EF;685;;;;;S;7;0.0
obs606;38;SP;SULDESTE;30;72.52;2018;>= 3 anos;24;10154.15;0.58;1640.0;861.0;28;N;N;EF;708;;;;;;7;0.0
obs1085;32;RS;SUL;30;26.06;2018;>= 3 anos;60;24593.24;1.88;4276.92;1804.0;16;N;N;EF;657;;;;;;7;0.0
obs508;29;MS;CENTRO-OESTE;30;52.77;2016;>= 3 anos;48;30095.22;1.53;6560.0;1804.0;14;S;N;EF;647;;;;;N;9;0.0
obs4808;65;MG;SULDESTE;30;37.0;2022;0 Km;48;40411.74;1.1;4920.0;2706.0;23;N;N;EF;692;3.0;A4;RUIM;B2;S;3;0.0
obs1006;29;SC;SUL;30;13.99;2017;>= 3 anos;60;28648.93;1.82;4510.0;1804.0;18;N;N;EF;677;;;;;S;8;0.0
obs3551;82;SP;SULDESTE;30;34.92;2021;0 Km;36;27089.31;0.83;8200.0;1558.0;10;N;N;EF;720;1.0;A4;BOM;B1;N;4;0.0
obs791;57;GO;CENTRO-OESTE;30;81.22;2021;0 Km;36;12734.96;0.75;9840.0;1886.0;0;N;N;EF;709;3.0;A2;BOM;A1;N;4;0.0
obs4125;62;SP;SULDESTE;30;42.21;2021;0 Km;36;38287.67;0.62;12300.0;2665.0;10;N;N;EF;720;3.0;A4;BOM;A1;N;4;0.0
obs942;52;SP;SULDESTE;30;64.56;2021;0 Km;24;27715.13;0.0;6150.0;6150.0;19;N;N;EF;755;3.0;A2;BOM;A1;S;4;0.0
obs406;64;SP;SULDESTE;30;29.74;2021;0 Km;49;59537.49;0.83;4100.0;3239.0;39;N;N;EF;681;3.0;A4;RUIM;B3;N;4;0.0
obs3232;58;PE;NORDESTE;30;5.75;2019;2 anos;48;34613.78;1.64;4100.0;3239.0;26;N;N;EF;664;;;;;S;6;0.0
obs8967;71;TO;NORTE;30;31.55;2021;0 Km;49;59697.74;1.01;4920.0;1886.0;36;N;N;EF;711;3.0;A2;RUIM;B3;S;4;0.0
obs3865;53;CE;NORDESTE;30;28.4;2022;0 Km;49;30872.68;1.1;3198.0;1845.0;29;N;N;EF;746;3.0;A2;BOM;B3;S;3;0.0
obs4734;62;PA;NORTE;30;0.32;2022;0 Km;60;43025.54;1.23;3280.0;820.0;32;N;N;EF;692;3.0;A2;BOM;C3;N;3;0.0
obs1138;38;RS;SUL;30;54.15;2021;0 Km;60;29608.43;1.0;5576.0;820.0;12;N;N;EF;693;3.0;A4;BOM;A3;S;4;0.0
obs3154;39;GO;CENTRO-OESTE;30;14.6;2022;0 Km;60;38591.62;1.33;7790.0;492.0;12;N;N;EF;693;1.0;A2;BOM;C3;;3;0.0
obs2116;33;RS;SUL;30;0.0;2022;0 Km;60;44971.4;1.27;4542.8;861.0;0;N;N;EF;754;3.0;A2;BOM;C3;N;3;0.0
obs644;55;SC;SUL;30;31.1;2013;>= 3 anos;48;18186.34;1.87;2296.0;1312.0;26;N;N;EF;649;;;;;S;12;1.0
obs1576;56;MG;SULDESTE;30;21.42;2021;0 Km;60;36189.84;1.3;3116.0;1312.0;29;N;N;EF;707;1.0;A4;BOM;B3;;4;0.0
obs8033;42;MS;CENTRO-OESTE;30;63.29;2022;0 Km;24;28580.52;0.0;6560.0;2542.0;19;N;N;EF;678;3.0;A2;BOM;A1;N;3;0.0
obs6660;59;SP;SULDESTE;30;83.41;2022;0 Km;12;10477.95;0.0;2460.0;1271.0;35;N;N;EF;760;1.0;A4;BOM;A1;;3;0.0
obs3983;57;SP;SULDESTE;30;81.81;2022;0 Km;12;12213.73;0.58;4100.0;1927.0;0;N;N;EF;764;3.0;A4;BOM;A1;N;3;0.0
obs5805;57;PB;NORDESTE;30;35.52;2022;0 Km;48;38439.95;1.18;4100.0;1558.0;25;N;N;EF;692;1.0;A2;RUIM;B2;;3;0.0
obs7188;58;SC;SUL;30;79.84;2022;0 Km;18;11942.39;0.65;5740.0;1353.0;12;S;N;EF;679;3.0;A1;BOM;A1;;3;0.0
obs6183;77;TO;NORTE;30;50.81;2021;0 Km;37;36345.03;1.34;8200.0;1968.0;16;N;N;EF;664;3.0;A2;PESS;A2;S;4;0.0
obs4611;27;SP;SULDESTE;30;0.0;2022;0 Km;60;42685.01;1.39;3690.0;615.0;29;S;N;EF;725;1.0;A1;BOM;C3;;3;0.0
obs1285;45;PR;SUL;30;71.64;2021;0 Km;24;31634.51;0.0;4510.0;4387.0;0;N;N;EF;772;3.0;A4;BOM;A1;S;4;0.0
obs3775;47;PB;NORDESTE;30;39.99;2021;0 Km;49;25684.96;1.1;3280.0;1312.0;0;N;N;EF;684;3.0;A2;PESS;B3;S;4;0.0
obs6850;49;ES;SULDESTE;30;0.0;2018;>= 3 anos;60;41053.12;1.3;4264.0;11767.0;24;N;N;EF;670;;;;;N;7;0.0
obs6915;71;MA;NORDESTE;30;2.01;2022;0 Km;60;41333.17;1.44;6560.0;1845.0;15;N;N;EF;707;2.0;A1;BOM;C3;S;3;0.0
obs5518;66;RS;SUL;30;59.87;2022;0 Km;30;25513.35;0.0;4510.0;1804.0;19;N;N;EF;692;3.0;A2;PESS;A1;S;3;0.0
obs284;53;SP;SULDESTE;30;28.0;2021;0 Km;49;43729.8;1.05;4100.0;4387.0;30;N;N;EF;755;2.0;A4;BOM;B3;S;4;0.0
obs9029;83;SP;SULDESTE;30;53.48;2022;0 Km;30;33651.96;0.0;5740.0;4346.0;19;N;N;EF;705;3.0;A4;PESS;A1;S;3;0.0
obs5820;73;SE;NORDESTE;30;68.96;2022;0 Km;18;17773.07;0.57;9840.0;1968.0;11;N;N;EF;711;3.0;A2;BOM;A1;N;3;0.0
obs7083;41;MG;SULDESTE;30;38.46;2022;0 Km;12;27399.31;0.3;13120.0;3198.0;17;N;N;EF;746;1.0;A2;BOM;B1;;3;0.0
obs197;41;PB;NORDESTE;30;59.62;2012;>= 3 anos;12;13392.51;0.54;3280.0;1353.0;36;N;N;EF;685;;;;;;13;0.0
obs6568;77;MA;NORDESTE;30;56.99;2022;0 Km;24;25964.38;1.13;3444.0;1353.0;36;N;N;EF;747;3.0;A2;BOM;A1;S;3;0.0
obs9019;66;BA;NORDESTE;30;54.83;2022;0 Km;30;31718.82;0.0;12300.0;15867.0;9;N;N;EF;760;3.0;A2;BOM;A1;S;3;0.0
obs472;70;SC;SUL;30;86.41;2019;2 anos;12;11795.34;1.08;4100.0;6068.0;26;N;N;EF;678;;;;;S;6;0.0
obs5000;58;SP;SULDESTE;30;30.19;2019;2 anos;60;30907.31;1.32;2870.0;861.0;27;N;N;EF;660;;;;;S;6;0.0
obs8200;37;MT;CENTRO-OESTE;30;28.1;2022;0 Km;49;65700.64;1.11;4100.0;1845.0;47;N;N;EF;697;3.0;A1;BOM;B3;N;3;0.0
obs2496;60;GO;CENTRO-OESTE;30;40.2;2022;0 Km;48;25526.59;1.0;4100.0;2050.0;16;N;N;EF;747;3.0;A4;BOM;A2;N;3;0.0
obs4020;41;AM;NORTE;30;0.0;2018;>= 3 anos;24;11424.94;1.68;4018.0;3198.0;14;N;N;EF;631;;;;;S;7;0.0
obs4986;52;PR;SUL;30;47.08;2022;0 Km;37;31152.28;1.14;3690.0;1886.0;31;N;N;EF;691;3.0;A2;PESS;A2;S;3;0.0
obs5585;43;PE;NORDESTE;30;45.04;2022;0 Km;49;41784.15;0.83;8200.0;5904.0;0;N;N;EF;659;3.0;A2;RUIM;A3;S;3;0.0
obs7916;35;GO;CENTRO-OESTE;30;39.42;2015;>= 3 anos;48;18437.89;1.3;8200.0;1845.0;6;N;N;EF;671;;;;;N;10;0.0
obs123;55;RJ;SULDESTE;30;36.99;2019;2 anos;60;42742.51;1.09;6560.0;11890.0;15;N;N;EF;711;;;;;S;6;0.0
obs8039;42;MS;CENTRO-OESTE;30;53.11;2022;0 Km;30;30421.17;0.0;6560.0;2542.0;16;N;N;EF;678;3.0;A2;BOM;A1;N;3;0.0
obs6142;54;MG;SULDESTE;30;6.58;2014;>= 3 anos;48;21307.11;1.93;4428.0;1312.0;0;N;N;EF;660;;;;;S;11;0.0
obs4081;69;SP;SULDESTE;30;50.41;2021;0 Km;60;19977.87;1.11;9840.0;2952.0;0;N;N;EF;751;3.0;A4;BOM;A3;N;4;0.0
obs999;53;RJ;SULDESTE;30;49.02;2021;0 Km;36;35190.34;1.17;6396.0;2542.0;19;N;N;EF;700;3.0;A4;PESS;A1;N;4;0.0
obs788;51;PR;SUL;30;28.64;2021;0 Km;49;54477.88;0.93;6560.0;3321.0;23;N;N;EF;691;3.0;A1;BOM;B3;N;4;0.0
obs3222;47;SC;SUL;30;35.81;2022;0 Km;36;27620.55;1.22;3116.0;820.0;30;N;N;EF;687;3.0;A4;BOM;B1;N;3;0.0
obs423;42;SP;SULDESTE;30;68.57;2021;0 Km;48;23527.11;1.04;5330.0;1394.0;11;N;N;EF;733;3.0;A2;BOM;A2;N;4;0.0
obs5090;32;PE;NORDESTE;30;51.66;2021;0 Km;48;42178.6;0.95;4920.0;1558.0;23;N;N;EF;733;3.0;A1;BOM;A2;S;4;0.0
obs7145;50;PA;NORTE;30;50.01;2022;0 Km;49;45560.63;0.93;15580.0;1886.0;8;N;N;EF;641;3.0;A2;RUIM;A3;S;3;0.0
obs4824;73;SC;SUL;30;44.7;2021;0 Km;60;25477.49;0.87;3280.0;1558.0;0;N;N;EF;768;2.0;A4;BOM;A3;S;4;0.0
obs4129;52;PE;NORDESTE;30;4.26;2021;0 Km;60;44084.08;1.29;3936.0;2583.0;28;N;N;EF;706;2.0;A2;RUIM;C3;S;4;0.0
obs5780;26;MG;SULDESTE;30;22.62;2018;>= 3 anos;60;24967.41;1.73;2460.0;1517.0;28;N;N;EF;664;;;;;S;7;0.0
obs4180;25;DF;CENTRO-OESTE;30;26.44;2022;0 Km;48;32030.53;1.02;2952.0;1148.0;28;N;N;EF;738;3.0;A1;BOM;B2;N;3;0.0
obs378;34;PE;NORDESTE;30;3.42;2021;0 Km;60;39800.85;1.25;4920.0;861.0;19;N;N;EF;746;1.0;A1;BOM;C3;;4;0.0
obs7389;60;SC;SUL;30;52.46;2016;>= 3 anos;36;25153.79;1.62;3444.0;861.0;27;N;N;EF;649;;;;;S;9;0.0
obs5602;73;SP;SULDESTE;30;55.27;2014;>= 3 anos;36;14307.31;1.01;2870.0;1640.0;17;N;N;EF;665;;;;;S;11;0.0
obs3108;60;SP;SULDESTE;30;16.22;2021;0 Km;60;36136.31;1.3;3280.0;492.0;27;N;N;EF;705;1.0;A4;BOM;C3;;4;1.0
obs5729;38;RJ;SULDESTE;30;45.69;2018;>= 3 anos;48;39837.51;0.95;5576.0;4346.0;0;N;N;EF;720;;;;;S;7;0.0
obs4318;52;RN;NORDESTE;30;47.98;2018;>= 3 anos;48;18335.53;1.04;8200.0;1845.0;6;N;N;EF;657;;;;;S;7;0.0
obs2974;56;PA;NORTE;30;26.1;2022;0 Km;48;34131.53;1.31;5904.0;1599.0;17;N;N;EF;692;3.0;A2;RUIM;B2;S;3;0.0
obs5671;36;SP;SULDESTE;30;61.99;2021;0 Km;48;14815.27;1.17;3034.0;1312.0;13;N;N;EF;678;1.0;A1;BOM;A2;;4;0.0
obs7823;53;BA;NORDESTE;30;38.76;2022;0 Km;36;27172.08;1.04;3432.52;2542.0;27;N;N;EF;687;3.0;A2;BOM;B1;N;3;0.0
obs8020;48;SP;SULDESTE;30;34.65;2021;2 anos;48;47018.44;1.09;6150.0;8446.0;20;S;N;EF;689;;;;;S;4;0.0
obs7820;41;SP;SULDESTE;30;50.35;2022;0 Km;36;23536.08;1.03;4920.0;1476.0;0;N;N;EF;714;3.0;A4;PESS;A1;S;3;0.0
obs8364;48;MS;CENTRO-OESTE;30;79.21;2017;>= 3 anos;18;18572.38;1.5;9840.0;3239.0;12;N;N;EF;627;;;;;S;8;0.0
obs6738;42;RJ;SULDESTE;30;32.26;2021;0 Km;48;45980.34;1.47;4920.0;1927.0;0;N;N;EF;682;2.0;A2;BOM;B2;S;4;0.0
obs5292;62;SP;SULDESTE;30;55.38;2022;0 Km;36;25025.1;0.96;6560.0;4346.0;12;N;S;EF;720;3.0;A4;BOM;A1;S;3;0.0
obs108;43;MG;SULDESTE;30;20.34;2021;0 Km;60;39164.71;1.07;3444.0;4223.0;0;N;N;EF;708;3.0;A2;RUIM;B3;S;4;0.0
obs4950;75;MS;CENTRO-OESTE;30;62.2;2021;0 Km;36;26106.25;0.57;5740.0;1968.0;0;N;N;EF;764;3.0;A2;BOM;A1;N;4;0.0
obs6574;54;RS;SUL;30;70.0;2018;>= 3 anos;24;11344.71;0.43;4100.0;4510.0;12;N;N;EF;715;;;;;S;7;0.0
obs5715;55;PE;NORDESTE;30;2.46;2022;0 Km;60;44423.55;1.2;9840.0;3239.0;0;N;N;EF;720;2.0;A1;BOM;C3;S;3;0.0
obs3832;42;SC;SUL;30;80.95;2017;>= 3 anos;24;11043.79;0.84;3280.0;6027.0;16;N;N;EF;664;;;;;S;8;0.0
obs4372;63;RO;NORTE;30;21.12;2022;0 Km;60;34290.91;1.32;3690.0;1599.0;23;N;N;EF;747;1.0;A2;BOM;B3;S;3;0.0
obs5853;67;PR;SUL;30;11.11;2013;>= 3 anos;48;27097.84;1.47;3690.0;1312.0;22;N;N;EF;707;;;;;N;12;0.0
obs4309;74;PE;NORDESTE;30;41.4;2022;0 Km;60;33851.01;1.02;4100.0;1845.0;0;N;N;EF;764;3.0;A2;BOM;A3;S;3;0.0
obs4089;63;MA;NORDESTE;30;36.19;2021;0 Km;60;41875.69;1.2;5330.0;3280.0;19;N;N;EF;696;3.0;A4;BOM;B3;S;4;0.0
obs3679;25;MA;NORDESTE;30;28.34;2022;0 Km;37;38046.91;1.28;3444.0;1025.0;42;N;N;EF;689;1.0;A2;BOM;B2;S;3;0.0
obs1938;61;SP;SULDESTE;30;61.39;2022;0 Km;12;17494.51;0.0;6560.0;3362.0;23;N;N;EF;760;3.0;A2;BOM;A1;N;3;0.0
obs5220;35;MA;NORDESTE;30;36.37;2022;0 Km;49;52831.16;0.93;4100.0;1148.0;37;N;N;EF;669;1.0;A2;RUIM;B3;;3;0.0
obs162;47;MT;CENTRO-OESTE;30;33.33;2020;2 anos;48;34372.79;1.26;6560.0;5986.0;14;N;N;EF;675;;;;;;5;0.0
obs3451;57;PR;SUL;30;20.73;2021;0 Km;60;54974.94;1.61;4920.0;2501.0;30;N;N;EF;692;3.0;A2;BOM;B3;S;4;0.0
obs597;43;PR;SUL;30;0.0;2018;>= 3 anos;24;18431.16;1.14;6396.0;3280.0;13;N;N;EF;683;;;;;S;7;0.0
obs386;60;SC;SUL;30;18.58;2020;2 anos;60;33591.2;1.7;5658.0;1353.0;15;N;N;EF;665;;;;;N;5;0.0
obs4951;79;RJ;SULDESTE;30;49.44;2021;0 Km;48;33947.0;1.26;12300.0;3895.0;7;N;N;EF;656;3.0;A4;PESS;A2;S;4;0.0
obs1689;42;DF;CENTRO-OESTE;30;42.95;2015;>= 3 anos;48;11287.17;1.49;2296.0;861.0;15;N;N;EF;636;;;;;S;10;0.0
obs3177;48;MA;NORDESTE;30;34.74;2021;0 Km;49;57047.35;0.93;9840.0;1517.0;16;N;N;EF;746;3.0;A2;BOM;B3;N;4;0.0
obs7140;85;ES;SULDESTE;30;56.31;2022;0 Km;12;25118.49;0.25;6724.0;2009.0;31;N;N;EF;720;3.0;A4;PESS;A1;N;3;0.0
obs4621;53;SC;SUL;30;32.79;2017;>= 3 anos;48;25070.79;1.28;3362.0;2542.0;21;N;N;EF;657;;;;;S;8;0.0
obs2406;48;DF;CENTRO-OESTE;30;37.77;2022;0 Km;37;37032.94;1.28;3690.0;1435.0;39;N;N;EF;706;2.0;A2;BOM;B2;S;3;0.0
obs5246;69;PA;NORTE;30;30.57;2022;0 Km;60;57528.4;1.12;4100.0;1517.0;33;N;N;EF;747;3.0;A2;BOM;B3;S;3;0.0
obs8890;70;PI;NORDESTE;30;43.51;2022;0 Km;36;38548.68;1.09;20067.18;17999.0;6;N;N;EF;747;3.0;A1;BOM;A1;S;3;0.0
obs6619;24;SP;SULDESTE;30;42.0;2018;>= 3 anos;60;28234.23;1.55;2460.0;1025.0;30;N;N;EF;661;;;;;S;7;0.0
obs2426;47;SC;SUL;30;18.98;2022;0 Km;60;35604.32;1.35;5740.0;1394.0;15;S;N;EF;706;3.0;A1;BOM;C3;S;3;0.0
obs9233;62;SP;SULDESTE;30;66.32;2022;0 Km;36;26099.79;0.0;2624.0;1599.0;28;N;N;EF;760;3.0;A4;BOM;A1;S;3;0.0
obs679;34;PE;NORDESTE;30;53.99;2018;>= 3 anos;60;28795.88;1.18;4182.0;4305.0;16;N;N;EF;694;;;;;S;7;0.0
obs3892;70;RJ;SULDESTE;30;56.67;2015;>= 3 anos;36;11700.51;0.82;8200.0;2747.0;4;N;N;EF;713;;;;;S;10;0.0
obs5483;51;PR;SUL;30;25.0;2012;>= 3 anos;48;18631.01;1.65;2460.0;1845.0;23;N;N;EF;681;;;;;N;13;0.0
obs3714;29;BA;NORDESTE;30;85.54;2018;>= 3 anos;48;8141.28;1.28;3280.0;984.0;7;N;N;EF;671;;;;;;7;0.0
obs4198;34;MT;CENTRO-OESTE;30;37.1;2021;0 Km;48;60361.75;1.26;8200.0;1353.0;20;N;N;EF;665;3.0;A4;RUIM;B2;S;4;0.0
obs3686;74;PE;NORDESTE;30;39.75;2021;0 Km;36;25514.84;0.93;4920.0;1968.0;17;N;N;EF;707;3.0;A2;BOM;B1;S;4;0.0
obs4817;56;RJ;SULDESTE;30;29.62;2021;0 Km;60;50960.34;1.25;6150.0;8528.0;20;N;N;EF;720;3.0;A4;BOM;B3;S;4;0.0
obs8312;38;DF;CENTRO-OESTE;30;30.64;2017;>= 3 anos;48;34444.17;1.4;3280.0;1640.0;30;N;N;EF;671;;;;;S;8;0.0
obs5229;39;MS;CENTRO-OESTE;30;47.18;2021;0 Km;48;42704.35;1.0;6560.0;1845.0;17;N;N;EF;733;3.0;A1;BOM;A2;S;4;0.0
