iter	Passed	Remaining
842	7926	1476
843	7936	1466
844	7948	1457
845	7958	1448
846	7968	1439
847	7978	1430
848	7987	1420
849	7998	1411
850	8010	1402
851	8020	1393
852	8031	1384
853	8042	1375
854	8053	1365
855	8065	1356
856	8075	1347
857	8086	1338
858	8097	1329
859	8107	1319
860	8119	1310
861	8130	1301
862	8142	1292
863	8153	1283
864	8163	1274
865	8173	1264
866	8184	1255
867	8195	1246
868	8206	1237
869	8217	1227
870	8228	1218
871	8239	1209
872	8250	1200
873	8261	1190
874	8266	1180
875	8273	1171
876	8281	1161
877	8288	1151
878	8297	1142
879	8302	1132
880	8312	1122
881	8323	1113
882	8333	1104
883	8344	1095
884	8356	1085
885	8367	1076
886	8378	1067
887	8388	1058
888	8400	1048
889	8411	1039
890	8423	1030
891	8434	1021
892	8444	1011
893	8455	1002
894	8465	993
895	8477	983
896	8486	974
897	8494	964
898	8504	955
899	8514	946
900	8523	936
901	8533	927
902	8544	917
903	8554	908
904	8565	899
905	8576	889
906	8584	880
907	8593	870
908	8604	861
909	8615	852
910	8624	842
911	8634	833
912	8644	823
913	8656	814
914	8668	805
915	8680	795
916	8689	786
917	8699	777
918	8707	767
919	8718	758
920	8728	748
921	8736	739
922	8747	729
923	8757	720
924	8766	710
925	8777	701
926	8787	692
927	8798	682
928	8808	673
929	8818	663
930	8828	654
931	8838	644
932	8847	635
933	8857	625
934	8866	616
935	8877	607
936	8887	597
937	8897	588
938	8907	578
939	8917	569
940	8926	559
941	8937	550
942	8946	540
943	8954	531
944	8958	521
945	8966	511
946	8976	502
947	8986	492
948	8996	483
949	9006	474
950	9016	464
951	9024	455
952	9033	445
953	9044	436
954	9053	426
955	9063	417
956	9071	407
957	9082	398
958	9092	388
959	9101	379
960	9111	369
961	9122	360
962	9132	350
963	9141	341
964	9152	331
965	9162	322
966	9173	313
967	9183	303
968	9192	294
969	9201	284
970	9210	275
971	9220	265
972	9229	256
973	9239	246
974	9249	237
975	9257	227
976	9268	218
977	9278	208
978	9289	199
979	9299	189
980	9308	180
981	9319	170
982	9329	161
983	9340	151
984	9350	142
985	9360	132
986	9370	123
987	9380	113
988	9391	104
989	9401	94
990	9411	85
991	9421	75
992	9432	66
993	9439	56
994	9448	47
995	9458	37
996	9466	28
997	9474	18
998	9484	9
999	9491	0
00	0
