iter	Logloss
139	0.0872294992
140	0.08709108946
141	0.08698383144
142	0.08672125204
143	0.08659295131
144	0.08646057195
145	0.0863146	0.08146	0.0861147	0.08147	0.0859148	0.08148	0.0858149	0.08149	0.0856150	0.0150	0.08555151	0.0151	0.08535152	0.0152	0.08519153	0.0153	0.08498154	0.0853150339
155	0.08155	0.0846156	0.08156	0.0844157	0.08157	0.0843158	0.08158	0.0841159	0.08159	0.0839160	0.0160	0.08381161	0.0161	0.08368162	0.0162	0.08359163	0.0163	0.08342164	0.0164	0.08323165	0.165	0.083072166	0.166	0.082924167	0.167	0.082775168	0.168	0.082641169	0.169	0.08244170	0.0170	0.08229171	0.0171	0.08214172	0.0172	0.08203173	0.0173	0.08179174	0.0174	0.08154175	0.0175	0.08141176	0.0176	0.0813177	0.08177	0.0811178	0.0178	0.08101179	0.0179	0.08091180	0.0180	0.08063181	0.0181	0.08051632633
182	0.0804114179
183	0.080274339
184	0.08007721972
185	0.07989709431
186	0.07975475348
187	0.07967082676
188	0.07945567312
189	0.07937837829
190	0.079178312
191	0.07908576638
192	0.07895804206
193	0.07886976609
194	0.07878327013
195	0.07865268665
196	0.07849040748
197	0.07834805847
198	0.0782337213
199	0.07809844408
200	0.07792469064
201	0.07777122076
202	0.07759878943
203	0.07744117019
204	0.07735205364
205	0.07725298323
206	0.07717241452
207	0.07702900694
208	0.07685805499
209	0.07677098422
210	0.07667467272
211	0.07659289422
212	0.07650705094
213	0.07645772194
214	0.07638703946
215	0.07627621876
216	0.07620890166
217	0.07609584447
218	0.07598402168
219	0.07591630297
220	0.0758625299
221	0.0757165946
222	0.07556027617
223	0.0754640696
224	0.07533799844
225	0.07520681835
226	0.07507089484
227	0.07488725147
228	0.07474479557
229	0.07461956132
230	0.07450122055
231	0.0743948498
232	0.07432070865
233	0.07425708873
234	0.07409764933
235	0.07396971546
236	0.07386321518
237	0.07376337602
238	0.07369010032
239	0.07355519329
240	0.07348584913
241	0.07337547823
242	0.07323858696
243	0.07311867363
244	0.07296285168
245	0.0728822649
246	0.07272778316
247	0.07268452271
248	0.07254221231
249	0.07244570129
250	0.07236306888
251	0.07229511633
252	0.07216089819
253	0.07204115361
254	0.07198076276
255	0.07186998506
256	0.07178258943
257	0.07167572665
258	0.0715353608
259	0.07138994356
260	0.07120949397
261	0.07113180196
262	0.07098406437
263	0.07083797546
264	0.07074405768
265	0.07065458829
266	0.07049427442
267	0.07038713236
268	0.07032046289
269	0.07021420918
270	0.07014027521
271	0.0700710283
272	0.06993636149
273	0.0698716837
274	0.06976860092
275	0.06959788514
276	0.06956055138
277	0.06943746284
278	0.06934418217
279	0.06927259861
280	0.06918802843
281	0.06907220516
282	0.06900425479
283	0.06893131777
284	0.06888839974
285	0.06881618075
286	0.06878285085
287	0.06875897993
288	0.06871185841
289	0.06867216324
290	0.06856773103
291	0.0684587018
292	0.06838199653
293	0.06827185515
294	0.06808199278
295	0.06797025654
296	0.06780782117
297	0.06770274611
298	0.0676182782
299	0.06754021966
300	0.06746907524
301	0.06735468955
302	0.06720418516
303	0.0671214128
304	0.06705484459
305	0.06696884635
306	0.06691818874
307	0.06680748188
308	0.06669070233
309	0.06659864106
310	0.06652574158
311	0.06645816958
312	0.06638567937
313	0.06626236722
314	0.0661495341
315	0.06607306913
316	0.06596226979
317	0.06589406814
318	0.06577355618
319	0.06569046012
320	0.06561397363
321	0.06551354152
322	0.06544737756
323	0.06531583849
324	0.06516000762
325	0.06505923612
326	0.06498929157
327	0.06488074064
328	0.06484053764
329	0.06473408389
330	0.06462855732
331	0.06450052768
332	0.06446295512
333	0.06435906029
334	0.06425025416
335	0.06416157325
336	0.06406918473
337	0.06398483585
338	0.06391626115
339	0.06379810984
340	0.06369939435
341	0.06355846432
342	0.0634832173
343	0.06338807442
344	0.06332179394
345	0.06324453199
346	0.06319578503
347	0.06314030368
348	0.06302959059
349	0.06294751064
350	0.062900574
351	0.06281623764
352	0.0627868836
353	0.06267894249
354	0.06258936099
355	0.06251943828
356	0.06242141748
357	0.06239075297
358	0.0623427618
359	0.06224292545
360	0.0621960082
361	0.06213823218
362	0.06203579177
363	0.06194136389
364	0.06187417624
365	0.061791156
366	0.06173404438
367	0.06170356152
368	0.06159320122
369	0.06147867356
370	0.06137064363
371	0.06131389479
372	0.06119061111
373	0.06113954317
374	0.06106659575
375	0.0610163489
376	0.06094949036
377	0.06089397091
378	0.06081501112
379	0.06071187957
380	0.06063038222
381	0.0605760482
382	0.0605253856
383	0.06047269492
384	0.06044442952
385	0.06033958294
386	0.06026779537
387	0.06009214684
388	0.06000326519
389	0.05987755378
390	0.059823054
391	0.05977250269
392	0.05964799412
393	0.05951104022
394	0.05939972219
395	0.05933740109
396	0.05925482685
397	0.05918800876
398	0.05903330225
399	0.05900270134
400	0.05897165228
401	0.05888694719
402	0.05885252776
403	0.05874013435
404	0.05866495168
405	0.05859154994
406	0.05851638891
407	0.05843285419
408	0.05839841124
409	0.05825318964
410	0.05820748001
411	0.05815173477
412	0.05808817461
413	0.05801262908
414	0.05796718149
415	0.05794144745
416	0.0578948915
417	0.05784080774
418	0.05773686026
419	0.05772394036
420	0.05768428956
421	0.05757268628
422	0.05749034186
423	0.05738040011
424	0.05728716051
425	0.05726418644
426	0.0571999069
427	0.0570507149
428	0.05692047083
429	0.0568396544
430	0.05681250455
431	0.05671959162
432	0.05670931047
433	0.05664436544
434	0.05659487887
435	0.05652086361
436	0.05639469762
437	0.0563213988
438	0.05624863753
439	0.05618626414
440	0.05616184866
441	0.05607900938
442	0.0560026932
443	0.05591227219
444	0.05581896043
445	0.05566648483
446	0.0555390665
447	0.05550892229
448	0.05542532455
449	0.05539498942
450	0.05537749404
451	0.05531251193
452	0.05525255173
453	0.0551604621
454	0.05514221063
455	0.05510691337
456	0.05508524623
457	0.05506683016
458	0.05501379144
459	0.05497355876
460	0.0549172913
461	0.05483753516
462	0.05472147221
463	0.05459938243
464	0.05457673615
465	0.05452151414
466	0.05445967278
467	0.05439388162
468	0.05426442646
469	0.05421157406
470	0.05416590972
471	0.05406156457
472	0.05404398693
473	0.05398065791
474	0.05397544878
475	0.05395322358
476	0.05389136046
477	0.05381929636
478	0.05375748443
479	0.05372443883
480	0.05364648976
481	0.05360234618
482	0.05358689213
483	0.05355751668
484	0.05346323643
485	0.05344035869
486	0.05339379459
487	0.05334194527
488	0.05321253622
489	0.05317797452
490	0.05310836348
491	0.05306944429
492	0.05302407364
493	0.05293850639
494	0.05285163076
495	0.0527957042
496	0.05267832231
497	0.05263820469
498	0.05259870451
499	0.05258791482
500	0.05257134669
501	0.05256597924
502	0.05250661515
503	0.05244726085
504	0.05240212891
505	0.052318743
506	0.05223685564
507	0.052203551
508	0.05218268382
509	0.05214478737
510	0.05206264443
511	0.05195602909
512	0.05185174979
513	0.05180653458
514	0.05176714302
515	0.05176050727
516	0.05170640365
517	0.05160946517
518	0.05154134215
519	0.05143504084
520	0.05129612274
521	0.05126495455
522	0.05124678298
523	0.05120766609
524	0.05110397093
525	0.05109986333
526	0.05099316546
527	0.05098750459
528	0.05097021328
529	0.0509493583
530	0.0508483566
531	0.05083117423
532	0.05073912693
533	0.05072325159
534	0.05065496892
535	0.0505888913
536	0.0505762279
537	0.05055255468
538	0.05046641856
539	0.05042483733
540	0.050391381
541	0.05034831606
542	0.05028903289
543	0.05025394974
544	0.05022303045
545	0.05014031612
546	0.05013311746
547	0.05008455391
548	0.05006457445
549	0.05004559346
550	0.04998337072
551	0.04988639225
552	0.04982780325
553	0.04974762177
554	0.04967877337
555	0.04966499089
556	0.04966135031
557	0.04956162847
558	0.04951859757
559	0.04939586463
560	0.04932437827
561	0.04927796926
562	0.04924358088
563	0.04921353677
564	0.04910614371
565	0.04905414099
566	0.04902692409
567	0.04896079547
568	0.04894293159
569	0.04886131813
570	0.04879917716
571	0.04873471781
572	0.04870539342
573	0.04864357304
574	0.04858575389
575	0.0484936702
576	0.04846176817
577	0.04837733293
578	0.04837413859
579	0.04833032115
580	0.04826529635
581	0.04814615693
582	0.04809520897
583	0.04801471521
584	0.04795619468
585	0.04792197425
586	0.04785794589
587	0.04776002826
588	0.04773339266
589	0.04758023175
590	0.04750300008
591	0.04747298344
592	0.04741359101
593	0.04732097839
594	0.04726104673
595	0.04716581573
596	0.04705597419
597	0.04697573417
598	0.04690189882
599	0.04684925768
600	0.04682496707
601	0.04679008351
602	0.04670525561
603	0.04669538561
604	0.04661154571
605	0.04653480613
606	0.04646746
607	0.04641287763
608	0.04635412494
609	0.04627022919
610	0.04625554411
611	0.04612998605
612	0.04607461802
613	0.04601982826
614	0.045961547
615	0.0459242972
616	0.04579398875
617	0.04569424235
618	0.04561660365
619	0.0455371443
620	0.04542570686
621	0.04541135891
622	0.0453200519
623	0.04523185092
624	0.04522869244
625	0.04515612585
626	0.04510062704
627	0.0450308482
628	0.04500482481
629	0.04495689691
630	0.04494411339
631	0.0448753367
632	0.04487243236
633	0.0448697058
634	0.04485272668
635	0.04480185027
636	0.04478687032
637	0.04475090608
638	0.0447232837
639	0.0446742753
640	0.04464773033
641	0.04456744714
642	0.04447614164
643	0.04439968776
644	0.04432108245
645	0.04425133661
646	0.04416507425
647	0.04408499974
648	0.04405342252
649	0.04391210635
650	0.04386489423
651	0.04378921178
652	0.04372758179
653	0.04364235615
654	0.04355974525
655	0.04344990996
656	0.04331420905
657	0.04331151505
658	0.04321270699
659	0.04311214292
660	0.04310931122
661	0.04302559103
662	0.04294172128
663	0.04288907582
664	0.04288627474
665	0.04284071359
666	0.04279526953
667	0.04272392292
668	0.04263446376
669	0.04254785374
670	0.04249277064
671	0.04247307518
672	0.04241118922
673	0.04236552785
674	0.04236280895
675	0.04231741635
676	0.04231470006
677	0.04231226371
678	0.04226199704
679	0.04219080695
680	0.04213913897
681	0.04213026442
682	0.04210873652
683	0.0420165454
684	0.04195490157
685	0.04187746697
686	0.04180626111
687	0.04175320085
688	0.04172331358
689	0.04171278474
690	0.04166983987
691	0.04161771614
692	0.0415066113
693	0.04144775249
694	0.04144535618
695	0.04143548855
696	0.04139257583
697	0.0413739071
698	0.04130757627
699	0.04123652422
700	0.04117151198
701	0.04109244479
702	0.04106176299
703	0.04096552234
704	0.04092441898
705	0.04087563839
706	0.04085400388
707	0.04079337067
708	0.04074342879
709	0.04073409978
710	0.04067577962
711	0.04060754292
712	0.04054436257
713	0.04050114369
714	0.04043250542
715	0.0403674985
716	0.04032590861
717	0.04030844446
718	0.04029145223
719	0.04019505115
720	0.04010280571
721	0.03999704648
722	0.0399201806
723	0.03985739474
724	0.03979697023
725	0.03971163148
726	0.0396856481
727	0.0396304524
728	0.03962827688
729	0.03957549435
730	0.03950468678
731	0.03944329245
732	0.03940472945
733	0.03932472552
734	0.03927362493
735	0.03923051235
736	0.03915233056
737	0.03910731922
738	0.03906706943
739	0.03903573838
740	0.0389770445
741	0.03891747562
742	0.03887158252
743	0.03882603686
744	0.03879692935
745	0.03877639058
746	0.03871942045
747	0.03866586838
748	0.0386636723
749	0.03859738482
750	0.03853059573
751	0.03845685709
752	0.03837145261
753	0.0382951903
754	0.03824864318
755	0.03817671137
756	0.03812002186
757	0.03811267039
758	0.03805866419
759	0.03805141648
760	0.03798822004
761	0.03797259135
762	0.03787892055
763	0.03782877798
764	0.03781764917
765	0.03777015677
766	0.03772373209
767	0.03772147729
768	0.03769159976
769	0.03766538724
770	0.037622945
771	0.03762078287
772	0.03756060497
773	0.03746108432
774	0.03738605645
775	0.03730883399
776	0.03725619776
777	0.03721096589
778	0.0372088397
779	0.03720671762
780	0.03716115861
781	0.03713775488
782	0.03712453306
783	0.03706761176
784	0.0370284768
785	0.03697104569
786	0.03690548459
787	0.03685847316
788	0.03679990877
789	0.03675466252
790	0.03674797361
791	0.0367282166
792	0.03669883351
793	0.03669237678
794	0.03669040259
795	0.03665651847
796	0.03661775613
797	0.03655703298
798	0.03651037469
799	0.03648253474
800	0.03645176983
801	0.03642295527
802	0.03640255779
803	0.03637904476
804	0.03632433574
805	0.03630474199
806	0.03630287567
807	0.03620873526
808	0.03617854802
809	0.0361381538
810	0.03609648075
811	0.03609017604
812	0.03608834623
813	0.03608650616
814	0.03603126544
815	0.03602959552
816	0.03602344215
817	0.03598004211
818	0.03595005967
819	0.03592953199
820	0.03591601757
821	0.03582206929
822	0.03575529117
823	0.03570436818
824	0.03568505135
825	0.03566454341
826	0.03557808519
827	0.03553583927
828	0.03546842101
829	0.03546660901
830	0.03541757463
831	0.03539212955
832	0.03538327109
833	0.03534737423
834	0.03533778555
835	0.03527221188
836	0.03525054733
837	0.0351910785
838	0.03515297307
839	0.03514733948
840	0.03511296199
841	0.03506984271
842	0.03506607951
843	0.03504496755
844	0.03496149763
845	0.03495188293
846	0.0349344701
847	0.03492037852
848	0.0348753345
849	0.03482726409
850	0.03475837781
851	0.03472082965
852	0.03468919346
853	0.03466051801
854	0.03463925924
855	0.03455765025
856	0.03446892202
857	0.03442253362
858	0.03436694111
859	0.03435588297
860	0.03427880697
861	0.03422962025
862	0.03415851335
863	0.0341370853
864	0.03405583412
865	0.03403052077
866	0.03398287804
867	0.03393871654
868	0.03387998027
869	0.03383051731
870	0.03377846079
871	0.03375040628
872	0.0337057773
873	0.0336551027
874	0.0336292619
875	0.03357923259
876	0.03354599472
877	0.03353087498
878	0.03349157786
879	0.033488158
880	0.03347085295
881	0.03343693935
882	0.0334049215
883	0.03337298167
884	0.0333228153
885	0.03325956147
886	0.03322944049
887	0.03318769613
888	0.03311662708
889	0.0330734717
890	0.03304212864
891	0.03300352113
892	0.03295785808
893	0.03293974926
894	0.03291376204
895	0.03290169105
896	0.03286282796
897	0.03286145492
898	0.03280597605
899	0.03276013446
900	0.03269199239
901	0.03267003965
902	0.03262872636
903	0.03259963904
904	0.03255184141
905	0.03252149662
906	0.03250658391
907	0.03245573417
908	0.03239334902
909	0.03234486031
910	0.03232474247
911	0.03231777
912	0.03228008712
913	0.03226646497
914	0.03220158459
915	0.03214065628
916	0.03211111047
917	0.032101206
918	0.0320615268
919	0.03203411875
920	0.03202951276
921	0.03200885033
922	0.03197063752
923	0.03192389995
924	0.03189210818
925	0.03187157484
926	0.03185552717
927	0.0317931795
928	0.03174697521
929	0.03170571209
930	0.03166748168
931	0.03165063427
932	0.03161313138
933	0.03160557216
934	0.03157965488
935	0.0315352268
936	0.03151499921
937	0.03147397592
938	0.03147098716
939	0.03142220213
940	0.03135805425
941	0.03134749114
942	0.03127187884
943	0.0312297523
944	0.031194772
945	0.03113512835
946	0.03110349304
947	0.03105296218
948	0.03098710561
949	0.03095985375
950	0.03092805095
951	0.03089109994
952	0.03085674273
953	0.03084100567
954	0.03079491161
955	0.03075397244
956	0.03071794813
957	0.03068117122
958	0.03062021012
959	0.03061909087
960	0.03059455387
961	0.030567923
962	0.03049766158
963	0.03045563262
964	0.03040605018
965	0.03039278361
966	0.03038615952
967	0.03037940952
968	0.03037303297
969	0.03032902131
970	0.03028868099
971	0.03022739315
972	0.03018440293
973	0.03014625237
974	0.03011127679
975	0.03007724867
976	0.03005699071
977	0.03001069303
978	0.02998603197
979	0.02994554828
980	0.02992614641
981	0.02988042345
982	0.02984764981
983	0.02982323621
984	0.02980250602
985	0.02976737177
986	0.02974615396
987	0.02971803104
988	0.02968454749
989	0.02965117509
990	0.02962825894
991	0.02961928293
992	0.02958685732
993	0.02956820157
994	0.02953794454
995	0.02950979255
996	0.02947338551
997	0.02944233554
998	0.02941307478
999	0.029385168
	0.03490595593
